probe_name	transcript_name	function	structural	category	sub category 1	Officix7515_In1.c	Officix7515_In1.t	Officix7515_In5.c	Officix7515_In5.t	Officix7515_L1.c	Officix7515_L1.t	Robustx7515_In1.c	Robustx7515_In1.t	Robustx7515_In5.c	Robustx7515_In5.t	Robustx7515_L1.c	Robustx7515_L1.t	Spontx7515_In1.c	Spontx7515_In1.t	Spontx7515_In5.c	Spontx7515_In5.t	Spontx7515_L1.c	Spontx7515_L1.t
GS1_SS_14944_10222	SCJFRZ2030G11.g	.	.	.	Mitochondrial intermembrane space import and assembly protein 40; Mitochondrial import inner membrane translocase TIM40;	10.9107	10.7245	10.0594	10.8945	10.273	10.6717	11.023	11.2992	10.1218	10.8778	10.4082	10.8887	11.0141	11.4254	9.825	10.0035	10.2248	10.6328
GS1_SS_10468_09222	SCJFLR1056A04.g	Signal Transduction	transcription factor	Transcription Factor	MADS					9.5146	9.4182					9.4501	9.1464				10.0883	8.7661	9.5075
GS1_SS_10464_13272	SCJFLR1035F05.g	Unknown	uncharacterized	.	.	8.058	8.3661	9.4536	8.7527	12.0828	11.8992	8.1339	9.5743	9.4736	10.4449	11.9034	13.2003	8.3114	9.7877	9.2646	10.9865	11.7929	12.6005
GS1_SS_08001_19828	SCSBHR1056B08.g	RNA metabolism	transcription factor	Cell cycle	Transcription factor TGA3	6.8872	8.3893	10.4457	11.2549	12.1186	12.0522	7.1805	7.5372	10.3014	9.7986	12.2847	10.7298	6.7165	7.3266	10.2282	10.2919	12.175	11.128
GS1_SS_10463_02126	SCJFLR1035E01.g	.	.	.	UPF0636 protein C4orf41 homolog	9.6437	9.603	9.8008	9.4376	9.1813	8.9918	9.5389	9.5636	9.8848	9.9761	9.1953	9.0286	9.6638	9.7151	9.6229	9.7689	9.1347	9.3429
GS1_SS_12381_11833	SCCCLR1001B10.g	.	.	.	Splicing factor U2af large subunit B; U2 small nuclear ribonucleoprotein auxiliary factor large subunit B; U2 snRNP auxiliary factor large subunit B; U2 auxiliary factor 65 kDa subunit B	11.7873	11.9566	10.9063	11.2123	11.1579	11.4479	11.7558	11.6071	10.9543	11.0885	11.2577	11.5421	11.8254	11.9322	10.7081	10.5057	11.2294	11.5902
GS1_SS_12380_11524	SCCCSB1004C06.g	Others	channel	.	Glutamate receptor 3.4; AtGLR4; Ligand-gated ion channel 3.4;	9.9004	9.1335	11.4553	11.5709	10.6636	9.295	9.6881	10.7324	11.4665	11.4571	10.7595	10.3669	9.9202	10.7474	11.2736	11.2442	10.5592	10.3338
GS1_SS_14965_14414	SCJFRZ2031F12.g	.	.	.	RanBP2-type zinc finger protein At1g67325	11.2219	11.4761	11.1745	11.1892	11.3105	11.4812	11.3205	11.3537	11.3132	11.0864	11.096	11.2586	11.4799	10.5419	10.6436	9.7766	11.065	9.7365
GS1_SS_12379_03996	SCJFRT1062H02.g	Others	.	.	Allantoinase; Allantoin-utilizing enzyme	11.0727	11.5222	12.4893	11.9956	13.2682	13.0963	10.9604	10.5852	12.52	9.6565	13.3123	12.606	11.0345	12.0465	12.4661	12.289	13.2506	13.5335
GS1_SS_14963_02356	SCJFRZ2031F06.g	Signal Transduction	.	.	Heat stress transcription factor B-4b; Heat stress transcription factor 19; OsHsf-19; Heat stress transcription factor 12; rHsf12; OsHSF12	11.7736	12.5029		9.2459			11.647	11.7993					11.7411	11.2017				
GS1_SS_08019_13101	SCRFFL5037G11.g	Unknown	Uncharacterized	.	.	13.6654	14.2298	12.7078	13.4196	11.588	12.4913	13.6633	13.635	12.7433	12.9359	11.6961	11.5793	13.6898	13.0974	12.6744	12.0583	11.6392	11.6141
GS1_SS_14981_12223	SCJFRZ2032H01.g	.	.	.	Non-intrinsic ABC protein 13, chloroplastic; Protein EMBRYO DEFECTIVE 2751;	9.5046	9.8723	9.1827	8.8724	10.3167	10.3681	9.3794	9.6922	9.1428	8.8102	10.1804	10.0704	9.5913	9.2125	8.894	8.7541	10.0998	9.9895
GS1_SS_12395_12597	SCJFRT1062E10.g	.	.	Calcium metabolism	Ion channel	12.2876	11.956	12.2143	11.9693	11.6376	11.0776	12.0389	11.882	12.1191	11.9624	11.9195	11.4945	12.1691	12.2112	12.0181	12.1487	11.7531	11.6903
GS1_SS_10505_21301	SCJFLR1073C07.g	Others	cytochrome P450 family proteinCell wall	Stress	Cytochrome P450					7.9965	7.3876					8.1686						7.9579	7.5924
GS1_SS_08027_08903	SCJFHR1C05E06.b	.	.	.	BRASSINOSTEROID INSENSITIVE 1-associated receptor kinase 1; BRI1-associated receptor kinase 1; Somatic embryogenesis receptor-like kinase 3;			6.7012	8.7586					6.7791						6.6738	6.8521		
GS1_SS_10504_01272	SCJFLR1073C03.g	.	.	.	Type-2 ice-structuring protein; Type II antifreeze protein; AFP;	9.5658	9.8982	8.946	8.5293	9.539	10.0036	9.411	9.9898	8.791	8.5772	10.5269	10.6387	9.3664	9.5257	8.6373	8.3255	9.9991	10.4939
GS1_SS_14979_11799	SCJFRZ2032G09.g	Transport	channel	.	Chloride channel protein CLC-f; AtCLC-f	9.946	9.9299	10.4375	10.6828	7.7438	8.0711	9.84	9.5489	10.5779	10.3774	7.9028	7.5818	9.9588	10.0269	10.2491	9.751	7.8896	7.1658
GS1_SS_12394_17722	SCSGRT2066C07.g	.	.	No matches	RecName:SH3 domain-containing protein C23A1.17	8.161	7.9093	9.9981	10.9461	7.5152	7.5792	7.4864	7.7365	9.9798	12.2954	7.2262	8.1075	8.0839	8.3306	9.5315	10.2729	6.9479	7.8114
GS1_SS_14978_01433	SCBFRZ2019F01.g	Unknown	uncharacterized	.	.		5.9031		9.4469			6.9242	6.9542		8.5553				9.9081				
GS1_SS_08029_12413	SCSBFL5014D03.g	.	.	.	RecName:Lysine-rich arabinogalactan protein 19; Short=Lys-rich AGP 19; Flags: Precursor	9.8989	6.1375	8.0899				9.7635	6.562	8.4507				9.8614	6.62	7.8195			
GS1_SS_14977_13242	SCJFRZ2032E08.g	RNA metabolism	DNA binding	.	C domain-containing protein Os03g0622200 OS=Oryza sativa subsp. japonica GN=Os03g0622200 PE=2 SV=1	13.4454	12.6988	10.5619	7.8207			13.4064	12.2433	10.5253	9.3196			13.377	12.9222	10.2835			6.6684
GS1_SS_08030_10876	SCJFRZ1007B09.g	Unknown	no matches	.		6.774		8.7051	8.3046	8.5857		6.9516	9.5484	8.7235	10.1951	8.6978	10.934	7.011	8.7395	8.384	10.3611	8.6253	9.5325
GS1_SS_12390_15284	SCJFRT1062D03.b	.	.	Carbohydrate metabolism	Alpha-amylase	6.797	5.8363	7.9573	7.6875	8.7218	10.4266	6.7725	8.8727	7.9281	9.9527	8.8404	11.4564	6.5211	7.2665	7.6459	8.3392	8.666	9.996
GS1_SS_10506_04613	SCCCLR1C07C01.g	.	.	.	RecName:Protamine	6.2404	6.186				6.2706			6.3952	6.5957			6.0165				5.6527	
GS1_SS_14970_15316	SCJFRZ2031B11.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	cinnamate 4-hydroxylase (C4H)	9.5676	8.2339	12.6986	11.6608	11.2883	9.7801	9.3002	10.5175	12.6795	12.3838	11.8253	13.72	9.5788	11.2268	12.4822	12.7554	11.6249	10.9954
GS1_SS_10492_15215	SCCCLR2C02G05.g	Cell wall metabolism	Structural proteins of the cell wall	Cell wall	Fasciclin-like arabinogalactan protein	9.7852	9.6466	8.1627	9.9677			9.5047	9.5428	8.1844	9.8742			9.9413	9.892	7.7787			
GS1_SS_08023_08569	SCJFHR1C05C12.b	Others	.	.	Pentatricopeptide repeat-containing protein At1g71490	8.8245	8.6221	8.339	7.812	9.1245	9.2489	8.6556	10.1638	8.4157	9.1853	9.256	8.8534	8.7216	9.969	8.0356	7.5984	9.1367	8.6339
GS1_SS_12389_16209	SCCCLR1076F11.g	Signal Transduction	transcription factor	Transcription Factor	Lim protein	13.5243	13.5511	13.0216	13.4425	12.1121	12.1536	13.4622	12.8173	13.0825	13.0459	12.0784	11.2237	13.5192	12.2465	13.0836	12.128	11.9581	10.5558
GS1_SS_12388_20627	SCVPLR2005B09.g	Unknown	uncharacterized	No matches	.	12.7157	9.7797	14.1494	12.1686	13.7969	12.9026	12.651	12.0231	14.1416	13.095	13.9092	13.1236	12.5875	12.8886	14.0559	13.9946	13.8702	14.5181
GS1_SS_14969_09920	SCJFRZ2031H06.g	.	.	.	RecName:Mucin-5AC; Short=MUC-5AC; AltName:Gastric mucin; AltName:Lewis B blood group antigen; Short=LeB; AltName:Major airway glycoprotein; AltName:Mucin-5 subtype AC, tracheobronchial; AltName:Tracheobronchial mucin; Short=TBM; Flags: Precursor	9.0669	9.0396	8.195	8.7853	6.4228	6.9388	9.1374	8.3382	8.1014	8.2707	6.7371		9.142	9.1334	7.789	8.0732		
GS1_SS_10489_02215	SCRFLR2038D03.g	.	.	.	.	10.4752	10.1974	10.8064	10.4961	11.1185	11.0488	10.2271	8.4633	10.6216	9.0172	11.3435	10.3138	10.3811	9.979	10.5292	9.919	11.2086	10.8323
GS1_SS_08024_16075	SCEZRZ3052C12.g	.	.	Nucleic acid metabolism	mRNA processing	11.9354	11.5218	11.0987	10.7311	11.0591	10.567	11.804	12.0277	11.0523	11.6252	11.1628	11.6555	11.8947	11.5803	10.9332	10.1349	10.9917	10.9933
GS1_SS_12384_15221	SCCCLR2001G04.g	Unknown	uncharacterized	Unknown protein	.	14.5874	14.7287	15.5279	15.1979	11.7661	11.134	14.4709	12.9545	15.7029	13.8135	11.9255	10.354	14.5179	12.0023	15.6207	13.7037	11.8428	8.9237
GS1_SS_08025_17433	SCQGHR1013E08.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.0062	12.6162	10.0221	10.7462	8.0965	7.8401	12.1857	12.455	10.093	11.4426	8.2779	8.4772	12.23	11.5158	9.8076	10.7903	8.4081	7.2429
GS1_SS_14968_03244	SCAGLR2011B03.g	Unknown	uncharacterized	.	.	11.5243	11.5739	11.1961	11.496	11.2979	11.5652	11.3809	11.9656	11.1831	11.4343	11.4345	11.599	11.5016	11.8363	10.9308	10.4047	10.9889	11.2196
GS1_SS_10497_16394	SCCCLR1C06E11.g	.	.	Protein kinase	MAPK/MAPKK/MAPKKK	8.5416	8.8364	8.5775	8.6359	8.0945	8.146	8.3231	8.6138	8.36	8.5651	7.9283	8.3284	8.5087	8.2241	8.1961	8.1419	8.1635	8.219
GS1_SS_08026_15032	SCQGLR2025H03.g	Others	oxidoreductase	Photosynthesis	(Q55087) Geranylgeranyl hydrogenase	10.4662	10.2878	9.842	9.8026	14.8389	15.0883	10.4222	11.7025	10.1356	11.5075	15.0336	16.1739	10.4774	11.6844	10.1789	12.3075	14.9466	16.4885
GS1_SS_10495_17452	SCCCRZ2C01G11.g	.	.	Protein kinase	putative RLCK	13.0705	13.3351	11.5974	12.5724	11.4255	12.0267	13.0934	13.2125	11.6797	12.3887	11.4583	11.2531	13.1075	12.522	11.4036	10.9139	11.4041	10.8652
GS1_SS_14967_03201	SCRFLR2034D06.g	.	.	.	60S ribosomal protein L39 60S ribosomal protein L39	13.5582	14.3028	13.1289	13.9672	12.5835	13.5444	13.4568	14.1258	13.1702	13.9167	12.6199	13.6816	13.6072	14.7015	13.1991	13.1644	12.5206	13.5231
GS1_SS_12383_12893	SCJLLR1102A12.g	.	.	.	RNA polymerase II subunit A C-terminal domain phosphatase SSU72; CTD phosphatase SSU72	7.2973	7.0725	6.8666	7.0653	6.8594	7.3181	6.9613		6.8954		6.8459	6.3445	7.011	6.277	6.4895	6.6056	6.9132	6.9081
GS1_SS_10483_05486	SCJLRZ1024G04.g	.	.	.	.	11.0315	11.4245	8.8801	8.9178	8.3158	8.0766	10.8353	11.364	8.9881	10.2804	8.563	9.224	11.0041	10.6081	8.5855	7.6532	8.4497	8.0536
GS1_SS_10484_10898	SCJFLR1056H07.g	Others	.	.	.	7.1913	7.7594					7.3948	7.6066					6.921	7.1212				
GS1_SS_08021_00429	SCEQRT1024C10.g	.	.	.	Syntaxin-61; AtSYP61; Osmotic stress-sensitive mutant 1	8.7874	8.9642	9.9185	9.3624	9.2045	9.2476	9.0272	9.1389	9.905	9.5774	9.4065	9.922	9.029	8.8803	9.7449	9.9912	9.288	9.3888
GS1_SS_12398_11420	SCJFRZ1005D12.g	Unknown	Uncharacterized	.	Protein NLRC3; Nucleotide-binding oligomerization domain protein 3; Caterpiller protein 16.2; CLR16.2; CARD15-like protein	10.6704	10.6882	10.1212	10.0115	12.0127	12.2485	10.7132	11.227	10.1303	10.4214	12.0644	11.9617	10.6511	11.0035	9.9573	10.4276	11.8945	11.8132
GS1_SS_12396_12215	SCCCSD1001A06.g	Others	transferase	.	Heparan-alpha-glucosaminide N-acetyltransferase; Transmembrane protein 76	11.0297	11.2111	11.5706	10.9947	12.5583	13.0619	10.9832	11.6794	11.6616	11.6516	12.5188	12.4692	11.0873	11.1725	11.4911	11.4709	12.4225	11.3245
GS1_SS_14982_10703	SCJFRZ2032H05.g	.	.	.	Tubulin-specific chaperone A; Tubulin-folding cofactor A; CFA; TCP1-chaperonin cofactor A	14.4037	14.9497	13.9714	14.3792	11.9953	12.7838	14.3509	14.7453	14.0411	14.2466	11.9776	11.9909	14.386	14.0078	13.9785	13.1328	11.9204	10.5098
GS1_SS_14966_17859	SCJFRZ2027C05.g	Signal Transduction	kinase/phosphatase	Receptors	receptor Ser/Thr kinase	14.0077	12.7954	11.7072	12.1036	8.2406		13.9512	13.0319	11.7857	12.3268	8.4269		13.9415	13.7212	11.6378	12.5658	8.3116	7.819
GS1_SS_07970_09912	SCJFRT1009H05.g	.	.	.	.	11.8308	12.054	11.8444	11.765	11.9716	12.099	11.687	11.8468	11.9119	11.9245	12.0725	12.3059	11.8908	11.7418	11.6338	11.0985	11.9962	11.9071
GS1_SS_14921_01067	SCCCRZ1002E07.g	.	.	.	.	12.9114	13.1859	12.0304	12.711	12.468	12.9002	12.6186	10.5609	12.0473	10.4724	12.633	10.676	12.8976	11.0428	11.9388	10.8032	12.6363	11.1489
GS1_SS_10433_10146	SCCCLR1065D09.g	Carbohydrate metabolism	kinase/phosphatase	.	D-glycerate 3-kinase, chloroplastic; AtGLYK;	7.9956	8.2751	8.7499	8.8004	13.5891	14.1268	7.9734	7.8761	8.9099	8.1849	13.6395	14.0557	7.8218	8.6447	8.3805	9.2475	13.655	14.2767
GS1_SS_12327_00842	SCJFRT1060G04.g	.	.	.	Uncharacterized transporter C5D6.04	11.1936	10.0144	12.8113	12.4052	13.4939	12.2188	11.084	10.9921	12.8857	12.4571	13.5455	12.9212	11.217	11.6848	12.7813	13.1613	13.4122	13.3732
GS1_SS_14918_08292	SCJFRZ2027E05.g	.	.	.	.	10.453	10.3579	9.8765	9.678	8.86	8.8916	10.2684	10.7342	9.889	10.4347	8.8172	10.6855	10.2885	10.5461	9.5105	9.8825	8.7393	10.4936
GS1_SS_12324_06887	SCJFRT1060F07.b	.	.	.	Basic proline-rich protein; Contains: Proline-rich peptide SP-B-like; Short=PRP-SP-B-like; Contains: Proline-rich peptide SP-A; Short=PRP-SP-A; Contains: Proline-rich peptide SP-B; Short=PRP-SP-B; Contains: Parotid hormone; AltName:PH-Ab; Flags: Precursor	6.9673	7.0278	7.917	7.4336	8.9053	8.8661	6.5395	7.477	8.131	8.3462	8.947	9.1929	7.0044	7.1112	7.7946	7.5595	8.9304	8.3578
GS1_SS_10432_11924	SCEZLR1031F10.g	.	.	.	Chaperone protein dnaJ 16; AtJ16; AtDjB16; Protein ARG1-LIKE 1; AtARL1	10.5022	11.1815	12.0919	12.3813	9.8646	10.3659	9.9512	8.8425	11.8662	10.4078	9.329	8.1197	10.2055	9.4023	12.1289	11.7004	9.0329	7.7632
GS1_SS_07973_08777	SCBGLR1002H12.g	.	.	.	AP-2 complex subunit sigma-1; Sigma2-adaptin; Plasma membrane adaptor AP-2 17 kDa protein; Clathrin assembly protein 2 small chain; Clathrin coat assembly protein AP17; Clathrin coat-associated protein AP17	11.43	10.8798	11.7326	10.8298	10.852	10.323	11.3948	11.3742	11.7441	11.9499	10.8729	11.5094	11.5189	11.6347	11.6706	12.0626	10.8342	11.1774
GS1_SS_12321_16817	SCEZLB1014F09.g	.	.	Carbohydrate metabolism	Citrate cycle (TCA cycle)	12.7271	12.5929	13.1399	12.8258	12.7377	12.3893	12.7339	12.7302	13.2215	13.183	12.8239	12.8675	12.7537	12.7231	13.0689	13.1414	12.8053	13.1285
GS1_SS_10436_11125	SCEZLR1052E03.g	Redox metabolism	electron carrier	.	Thioredoxin F-type 2, chloroplastic; Trx-F2;	10.7564	10.6913	11.3968	10.5001	15.2663	15.5549	10.7057	10.1489	11.7111	10.8964	15.4012	15.0197	10.6822	9.8525	11.2189	11.1052	15.4852	14.6149
GS1_SS_14914_03734	SCJFRZ2027B01.g	Others	AMP dependent CoA ligaseCell wall	.	Medium-chain-fatty-acid--CoA ligase; Medium-chain acyl-CoA synthetase	10.9072	7.0415	8.5416		10.7876	6.5936	10.7838	9.765	8.3673	8.4879	10.9129	9.7355	10.8546	10.6895	8.346	9.6634	10.8074	11.1212
GS1_SS_10435_05099	SCEZLR1052C01.g	Unknown	uncharacterized	.	.	10.0136	8.6674	9.514	8.4231	9.4396	9.0007	9.8955	9.1807	9.5222	9.3782	9.6548	9.1138	9.8982	6.4818	9.159		9.6545	
GS1_SS_14912_12184	SCJFRZ2026G09.g	Redox metabolism	uncharacterized	.	Thioredoxin H-type 2; Trx-H-2	10.9286		13.0741	6.7012	14.1747	8.0343	10.7922		13.1089	7.2525	14.2045	8.1032	10.9619	11.8738	12.9983	14.2153	14.2295	14.4545
GS1_SS_12320_13147	SCACFL5031E06.g	Hormone biosynthesis	monooxygenase	.	Thiol-specific monooxygenase (Flavin-dependent monooxygenase)	8.93	8.9905	10.8573	10.8415	9.9389	9.2766	8.6189		10.8308	8.3804	9.8735	9.4665	8.7041	8.8466	10.7761	10.2752	9.8205	10.4112
GS1_SS_07975_00559	SCACHR1037C08.g	.	.	.	.	10.1665	9.2667	11.0091	9.1415	9.9637	9.0203	9.9798	10.2797	10.9927	10.1832	10.0453	10.3958	10.1943	9.5084	10.8639	9.7953	9.9404	9.5241
GS1_SS_12319_12337	SCCCLB1001H09.g	.	.	.	RecName:Methyl-CpG-binding domain-containing protein 2; Short=AtMBD2; Short=MBD02; AltName:Methyl-CpG-binding protein MBD2	13.5185	13.4451	12.5761	12.6939	12.3857	12.4242	13.3643	13.4607	12.5647	13.24	12.4551	12.7174	13.4941	12.9108	12.5108	12.0253	12.3398	12.0914
GS1_SS_10427_14056	SCCCRZ1001G06.g	.	.	.	.	12.4675	12.3026	11.9244	11.5466	12.5243	12.5498	12.2921	11.3272	12.0409	10.7557	12.6104	10.7013	12.3987	11.2517	11.7877	10.2264	12.5712	11.4739
GS1_SS_14911_05368	SCJLRZ1024C06.g	.	.	.	Structural maintenance of chromosomes protein 2; DA-box protein SMC2	13.091	13.5945	10.8982	11.8208	10.8478	11.8189	12.9266	13.468	11.1454	12.4261	10.9262	11.4652	13.1642	12.9402	10.7047	10.4701	10.8558	10.8007
GS1_SS_07966_02619	SCJFHR1C03E12.b	Carbohydrate metabolism	several pathways (several putative substrates)	Cell wall	Glycosyl hydrolase family 1	7.019		10.1328	7.7769	11.1875	10.0323			10.514	7.7955	11.1477	10.1752	7.5709	9.8237	10.7638	13.4291	11.0307	12.464
GS1_SS_14908_06072	SCJFRZ2026C03.g	.	.	.	Transcription elongation factor SPT6 (Protein pandora)	13.6583	14.2492	12.9716	13.6672	13.3504	13.5234	13.6976	14.4175	13.0564	13.7611	13.4232	13.6426	13.7103	13.9862	12.9055	13.2593	13.4206	13.6402
GS1_SS_10426_04082	SCEZLR1031H02.g	Unknown	uncharacterized	.	.	9.7183	8.2947	8.8322	6.697	8.1761	6.5851	9.5675	7.0065	8.8635		8.206		9.7164	6.6617	8.4296		8.0187	
GS1_SS_07967_19491	SCJFRT1009F06.g	Signal Transduction	calcium-binding	Stress	Water stress	14.0444	13.4576	13.2387	12.9942	13.3498	12.8097	13.9761	13.9572	13.3246	12.417	13.4647	12.4641	14.0445	15.2089	13.1592	13.763	13.2749	13.3036
GS1_SS_10428_12424	SCCCLR1C03F07.g	.	.	.	Folic acid synthesis protein fol1; Includes: Dihydroneopterin aldolase; DHNA; FASA; FASB; Includes: 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase; 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase; HPPK; 6-hydroxymethyl-7,8-di	8.638	8.4262	9.2429	8.6229	8.5008	8.1041	8.2103	9.0839	9.0844	9.5464	8.5375	9.2093	8.8239	9.0455	9.0129	8.4708	8.0897	8.1235
GS1_SS_07969_08697	SCACHR1035G08.g	Others	uncharacterized	.	14 kDa proline-rich protein DC2.15;	13.6689	13.8541	6.7173	9.9432			13.5023	12.4038	6.5277	10.0998			13.5795	13.5581	6.9658			
GS1_SS_14929_05148	SCBGLR1047F05.g	.	.	.	THO complex subunit 7 homolog	12.3346	12.6433	11.9481	12.0837	12.2853	12.2287	12.2262	12.2695	11.8473	11.6696	12.2913	11.9664	12.3013	12.5121	11.7113	11.8536	12.2729	12.3331
GS1_SS_12332_09834	SCCCLR1C05F12.g	Unknown	Uncharacterized	.	.	12.1334	12.3929	13.3053	12.6991	11.3456	11.2039	11.8223	11.9991	13.3062	12.9557	11.4935	10.7548	12.1045	12.0277	13.0226	12.9564	11.4499	10.3385
GS1_SS_14927_12553	SCJFRZ2028G10.g	Unknown	.	.	.	8.7246	9.975	7.5808	9.1015	8.0568	9.6214	8.7233	10.7351	7.3856	9.8689	8.0358	10.2619	8.5308	8.0131	7.4085	7.1256	7.7299	8.2509
GS1_SS_12331_05214	SCSGFL4C07C03.g	Unknown	.	.	.	13.0783	13.585	9.3026	10.9963	7.9585	8.1464	13.142	12.7282	9.5581	10.2411	8.0626	7.9148	13.0853	13.0732	9.0293	8.6615	7.9328	7.7371
GS1_SS_14924_00676	SCJFRZ2028C09.g	.	.	.	.	6.0145	6.605				7.1764					6.2083		5.9861					
GS1_SS_12329_16431	SCVPFL3044B04.g	.	.	Cell cycle	ARP2/3 complex 34 kDa subunit (P34-ARC)	10.6863	10.5783	10.9699	10.7739	9.9247	10.0334	10.7656	11.1211	10.9316	11.0223	10.1575	10.279	10.7512	10.3934	10.7549	10.4284	10.1378	10.049
GS1_SS_14922_12346	SCJFRZ2028A04.g	.	.	.	Mitochondrial import inner membrane translocase subunit Tim16	12.2573	11.814	12.6188	12.0066	12.5722	12.2623	12.2552	12.5795	12.6185	12.6587	12.6537	12.724	12.2551	12.1281	12.527	12.9109	12.6339	12.8934
GS1_SS_07977_21880	SCJLHR1029D03.g	.	.	No matches	.	9.8305	10.0756	10.9457	10.5733	9.502	9.5143	9.5189		10.8784	7.1139	9.5008		9.8691	10.4253	10.6603	9.8288	9.417	9.6808
GS1_SS_10440_11861	SCEZLR1052A09.g	.	.	.	VAMP-like protein YKT61; AtYKT61; Geranylgeranylated protein 1; AtGP1	11.023	11.3664	11.1288	11.3251	11.1423	11.1683	10.9229	11.3087	11.2011	11.4807	11.2251	11.6096	10.9978	11.6283	11.0532	11.3468	11.1336	11.6265
GS1_SS_07980_07052	SCRFHR1005H11.g	.	.	.	DnaJ homolog subfamily B member 6; MRJ	8.2959	8.3168	7.9563	7.7748			8.1324	7.4222	7.7895	6.7108	6.1111		8.1438	8.0859	7.6798	7.5162		6.1848
GS1_SS_12350_05383	SCJFRT1061H04.g	.	.	.	Chaperonin CPN60-1, mitochondrial; HSP60-1;	6.4124	7.097	7.0527	6.8004	6.8568		6.5493	7.5483	7.5487	7.9762	6.7433	8.0297	6.6879	7.1837			6.6762	7.4263
GS1_SS_07991_11687	SCUTLR2015B12.g	Oxidative phosphorylation	oxidoreductase	.	NADH-ubiquinone oxidoreductase 49 kDa subunit; NADH dehydrogenase subunit 7	12.3254	13.1242	11.0945	11.7858	11.3799	11.7602	12.4476	13.863	10.806	11.6862	11.4757	12.1701	12.3355	13.1222	10.8283	11.2279	11.4142	12.6605
GS1_SS_14938_07177	SCJFRZ2030C03.g	.	.	.	RecName:BRCA1-associated protein; AltName:BRAP2; AltName:Impedes mitogenic signal propagation; Short=IMP; AltName:RING finger protein 52; AltName:Renal carcinoma antigen NY-REN-63	9.6567	10.8493	10.4368	10.2413	11.0557	10.761	10.4083	10.4791	10.3428	10.2387	11.0388	10.7705	10.673	10.2566	10.2188	9.8254	10.9175	10.5193
GS1_SS_10454_11783	SCJFLR1013B09.g	.	.	.	CCR4-NOT transcription complex subunit 6-like	12.8655	12.9073	12.0977	12.1106	12.5105	12.6633	13.0109	13.2757	12.2294	12.4705	12.5194	12.5159	12.8759	13.1042	12.0136	12.0301	12.6316	12.5022
GS1_SS_14937_14321	SCVPRZ2039H01.g	.	.	.	.	9.968	9.8991	10.0821	9.9678	8.9547	9.5072	9.8525	9.4904	10.1433	9.8595	9.0448	8.7784	9.9747	9.6986	9.7695	9.5862	8.7944	8.054
GS1_SS_07994_17179	SCEPLB1043D12.g	.	.	Small GTPases	GTPase modulator	12.1733	12.6002	11.745	12.2328	11.1907	11.8578	12.0054	11.5766	11.715	11.3619	11.298	10.5438	12.1276	11.361	11.5983	10.9853	11.2148	10.0887
GS1_SS_14936_16051	SCJFRZ2030A11.g	.	.	Protein metabolism	40S ribosomal protein S13	11.1755	8.2013	11.3555	8.2859	10.5152	7.7797	11.0047	11.8513	11.0843	11.5342	10.7424	11.3889	11.0538	11.6628	10.961	10.3423	10.5795	11.1412
GS1_SS_10458_21104	SCJFLR1013F11.g	Protein metabolism	chaperone	Nucleic acid metabolism	loss of chromatin silencing	11.3341	11.6718	8.266	9.3517	10.019	10.6163	11.426	11.6794	8.3045	9.6081	10.1209	10.1457	11.4872	11.4125	8.2221	8.2744	9.7724	10.4188
GS1_SS_12346_13960	SCJFRT1061G09.g	Unknown	kinase/phosphatase	.	Nucleotide pyrophosphatase/phosphodiesterase	14.8844	14.4972	13.8403	13.7792	12.4226	11.4119	14.8003	12.4324	14.0193	10.0825	12.4981	14.3866	14.8834	14.1836	13.8115	10.0684	12.4837	13.2558
GS1_SS_07996_00533	SCRFLR2021E07.g	Unknown	uncharacterized	.	.	9.1319	9.3668	8.8693	10.4602	11.122	11.4288	8.9681	7.8524	8.8239	8.9554	11.1472		9.0205		8.6385		11.0217	7.2501
GS1_SS_10457_01927	SCJFLR1013D09.g	Unknown	no matches	.	RecName:Translation initiation factor IF-2	7.0248	8.0817	7.7358	8.3003	9.3302	10.5182	7.0516		7.7293		9.1401	8.8151	7.0064		7.2446		8.9362	7.0001
GS1_SS_07997_05181	SCCCRZ1001E04.g	.	.	.	Nascent polypeptide-associated complex subunit alpha-like protein 3; NAC-alpha-like protein 3; Alpha-NAC-like protein 3	12.9737	13.3106	13.1189	13.5545	12.2214	12.7973	13.0325	12.0136	13.0806	11.8502	12.2106	11.7499	13.1281	12.0436	13.0479	11.7215	12.2094	11.247
GS1_SS_12344_06594	SCJFRT1061F04.g	.	.	.	Probable palmitoyltransferase ZDHHC16; Zinc finger DHHC domain-containing protein 16; DHHC-16	10.5571	10.7403	10.4075	10.545	10.4412	10.8827	10.3541	10.029	10.2735	10.2796	10.4515	10.2978	10.5236	9.9475	10.1898	10.4632	10.3986	10.4554
GS1_SS_10446_12487	SCJFLR1013G04.g	.	.	.	.	10.5694	10.3784	6.9129	7.7503	6.4344	6.633	10.4958	11.1515	6.9446	9.2725	6.4976	7.5344	10.3598	10.6865	6.5322	7.7559		7.3983
GS1_SS_07982_21196	SCEZHR1047D08.g	.	.	other	.	8.4947	8.9285	8.5425	8.8719	7.5705	7.8986	8.4553	8.3994	8.2842	7.7693	7.6489	7.8521	8.3614	8.3195	8.4118	8.4871	7.4547	7.5767
