probe_name	transcript_name	function	structural	category	sub category 1	3280.D.L1.C1.c	3280.D.L1.C1.t	3280.D.L1.C2.c	3280.D.L1.C2.t	3280.D.L1.C3.c	3280.D.L1.C3.t	3280.D.R.C1.c	3280.D.R.C1.t	3280.D.R.C2.c	3280.D.R.C2.t	3280.D.R.C3.c	3280.D.R.C3.t
GS1_SS_09535_04533	SCBGLR1082B11.g	.	.	.	RecName:Sulfated surface glycoprotein 185; Short=SSG 185; Flags: Precursor	12.1391	12.141	12.9117	12.6646	12.1929	11.8666	11.342	11.4494	11.9428	11.7035	11.8116	11.6471
GS1_SS_09536_13664	SCCCLR1C04A08.g	.	.	.	UPF0139 membrane protein At5g07960	14.333	14.747	14.3471	14.9583	13.6481	14.1362	13.0506	12.6668	12.8033	12.6682	12.7624	12.2976
GS1_SS_06993_02425	SCRLCL6030E10.g	.	.	.	.	9.8758	9.9931	11.0365	11.0842	10.4374	10.0024	11.7078	12.2508	12.329	13.2268	12.2078	12.589
GS1_SS_09538_18458	SCQSLR1061G07.g	.	.	G protein	RecName:Guanine nucleotide-binding protein subunit gamma 2; AltName:Ggamma-subunit 2; AltName:Heterotrimeric G protein gamma-subunit 2; Short=AtAGG2; Flags: Precursor	12.1122	11.9501	12.6308	11.6672	12.6212	12.4788	11.3568	11.2628	11.9253	11.4529	11.4784	11.804
GS1_SS_09543_11936	SCVPLB1018E08.g	.	.	.	.	8.4432	8.455		8.6541	7.5225	8.2694	8.2265	8.7981	8.6611	9.31	8.5224	9.1584
GS1_SS_06995_01726	SCVPCL6039F05.g	.	.	.	Histone acetyltransferase p300; Short=p300 HAT; AltName:E1A-associated protein p300									6.8364		7.0538	6.7809
GS1_SS_09548_09048	SCEZLB1014G11.g	Unknown	Uncharacterized	.	Pollen-specific protein C13 precursor		7.9656					13.0886	13.4916	13.9357	10.8671	13.6189	12.1674
GS1_SS_07006_00933	SCVPCL6038A04.g	.	.	.	Putative AC transposase; ORFA	11.5391	11.1149	11.0608	11.6641	10.4741	11.0432	10.9999	10.4419	10.8672	10.2872	10.7513	10.8242
GS1_SS_09549_00898	SCVPLB1018H08.g	.	.	.	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 4A	15.114	15.7965	15.4897	15.3412	15.018	14.9616	14.7623	14.024	14.7342	14.3028	14.4349	13.9297
GS1_SS_07007_08362	SCJFRZ2031C04.g	.	.	.	Protein transport protein SEC23	10.8679	10.8179	11.0944	11.4099	10.3813	9.9558	11.1761	11.5247	11.8216	12.0995	11.5528	11.6072
GS1_SS_09550_12969	SCVPLB1019B01.g	.	.	.	.	9.0686	8.9337	8.6405	8.6313	8.383		8.6204	8.4038	9.2924	9.1841	9.2596	8.8815
GS1_SS_07010_03724	SCVPCL6038C07.g	.	.	.	Actin-related protein 2			9.405	9.4082	8.3463		9.703	9.7073	10.3663	9.8977	9.9404	9.6205
GS1_SS_09551_11209	SCBFRZ2019B10.g	.	.	.	.	11.3542	11.5488	11.7904	11.6085	11.1806	11.8749	11.325	10.9595	11.2935	11.3279	11.2764	11.064
GS1_SS_04540_16847	SCCCLR2003A05.g	.	.	Cell cycle	Cullin 4	9.6098	9.8581	11.0578	10.3699	9.9404	9.4079	11.4136	11.5443	12.1731	12.2399	11.9303	11.9361
GS1_SS_07019_08643	SCVPCL6039A12.g	.	.	.	.			8.9879		7.7983		9.2738	9.2165	10.1746	9.8752	10.012	9.8217
GS1_SS_04548_21817	SCVPRZ2036B07.g	.	.	Protein metabolism	40S ribosomal protein S4			9.0171	8.8753	8.0438		8.2691	8.3477	9.3086	9.2858	9.4335	8.5408
GS1_SS_09561_13065	SCVPLB1020C01.g	Unknown	Uncharacterized	.	Uncharacterized protein At5g41620							9.4393	8.7681	9.6608	9.7186	9.5908	9.8474
GS1_SS_09562_05580	SCVPLB1020F01.g	.	.	.	Cysteine-rich receptor-like protein kinase 7; Cysteine-rich RLK7;			8.2827		7.7103		7.5353	7.5083	8.1028	8.0616	7.802	8.0424
GS1_SS_04546_11515	SCCCRZ2003G03.g	Unknown	uncharacterized	.	RecName:Arabinogalactan peptide 13; Short=AG-peptide 13; Flags: Precursor	14.9006	16.1494	15.7521	17.1422	16.8877	15.3574	17.1052	17.5064	17.3991	17.3451	17.0389	16.5524
GS1_SS_04545_08461	SCQSST1036C02.g	Unknown	uncharacterized	.	Tetraspanin-2	10.4368	11.4315	11.1727	10.7657	10.1322	9.068	12.0536	13.9562	12.4485	15.1243	12.9969	12.9598
GS1_SS_07011_21789	SCCCRT1002C06.g	.	.	Cell cycle	PTEN		8.522	8.3388	10.2575			8.7394	9.0639	8.943	9.4444	8.8975	8.9777
GS1_SS_09555_20185	SCVPLB1019E08.g	Protein metabolism	uncharacterized	Protein metabolism	RA39p							7.7084		8.4539	8.1798	8.1555	8.4845
GS1_SS_04552_09601	SCVPLR1049A05.g	.	.	.	Mitochondrial GTPase 1;	9.1128	9.0119	9.4086		8.3243	9.059	9.069	8.5491	9.0793	8.9575	8.9661	8.7845
GS1_SS_07016_13921	SCRLLR1038B09.g	Protein metabolism	chaperon	.	Heat shock cognate 70 kDa protein 1 (Hsc70.1)					7.9855		8.1332	9.4625	7.8607	11.506	9.3645	10.1587
GS1_SS_04550_10066	SCEZRZ1017B05.g	Unknown	Uncharacterized	.	RecName:Uncharacterized protein BHLF1	10.9389	10.7994	10.3588	8.9271	11.2976	10.6515	12.4051	10.5346	11.9723	11.6223	11.9173	12.554
GS1_SS_09559_13546	SCVPLB1020B03.g	.	.	.	.	10.8947	11.691	12.2776	12.7403	11.5437	10.4905	12.5606	12.9253	13.3043	13.1136	12.9509	12.5757
GS1_SS_07017_09773	SCJLRT1021C04.g	Carbohydrate metabolism	dehydrogenase	.	Glutamate dehydrogenase 2; GDH 2	9.9836	10.4029	11.245	15.0868	9.4207	9.2541	13.1433	13.8343	11.9747	13.6938	12.0198	12.9781
GS1_SS_04549_15921	SCUTAM2115C12.g	Unknown	Uncharacterized	other	RecName:Programmed cell death protein 7; AltName:ES18	10.5321	9.8912	10.4315	9.3702	8.9411	10.6277	10.8815	10.2536	10.9502	10.9895	10.5933	10.8779
GS1_SS_25121_06335	SCVPCL6063E08.g	DNA metabolism	uncharacterized	.	DNA-repair protein XRCC4	11.2979	10.5361	11.074	10.0582	10.9256	11.052	10.7784	10.5584	10.51	10.6958	10.7328	10.6472
GS1_SS_25123_08638	SCQSLR1061E12.g	Others	uncharacterized	.	Protein VERNALIZATION INSENSITIVE 3	8.3801	8.1012		9.9638			9.1442	9.5001	9.3478	10.4627	9.341	9.845
GS1_SS_25116_11398	SCRULB2065E08.g	.	.	.	.						8.6423	8.1955	7.9036	7.6978	8.8515	7.5689	7.8295
GS1_SS_25119_17829	SCJFLR1013B03.g	.	.	Carbohydrate metabolism	Glycolysis/Gluconeogenesis	13.7556	13.9508	14.3828	14.5644	14.3914	13.2431	14.3114	13.9282	14.8496	14.2378	14.5667	14.0239
GS1_SS_25114_09855	SCQGHR1011A04.g	Unknown	.	.	O-acyltransferase WSD1 OS=Arabidopsis thaliana GN=WSD1 PE=2 SV=1 	8.647	9.1457	8.2632	10.0262								
GS1_SS_25112_00780	SCEZAM2059E07.g	.	.	.	Probable anion transporter 5;	9.2563	9.3477	9.0983	9.7622	8.6833	8.755	10.0347	10.6286	11.255	10.8732	10.8811	10.5429
GS1_SS_25140_00465	SCCCST3001D08.g	.	.	.	G-rich sequence factor 1; GRSF-1	10.5264	10.9297	12.212	11.3069	10.6344	10.7587	12.1272	11.9545	12.7441	12.5061	12.4342	12.4077
GS1_SS_25138_13806	SCCCLB1C06E12.g	.	.	.	Ergosterol biosynthetic protein 28	9.6021	9.8959	9.3736	8.7047	9.0477	9.0012	9.4782	9.3513	10.5646	9.2704	10.1078	9.0256
GS1_SS_25141_20419	SCSGLR1081A07.g	.	.	Carbohydrate metabolism	Putative beta-glycosidase					7.8853				7.117		6.9298	7.0211
GS1_SS_25128_01535	SCBGLB2072C10.g	.	.	.	.							8.9514	8.8091	9.509	9.6917	9.0387	9.3787
GS1_SS_25133_02440	SCSBHR1051G06.g	Cytoskeleton and vesicle trafficking	.	.	Myosin-Va; Dilute myosin heavy chain, non-muscle; Myosin heavy chain p190; Myosin-V		9.0458	8.7444	9.3256	9.1214		9.4404	9.4876	9.8081	10.2152	9.7312	10.013
GS1_SS_25130_21374	SCVPLR2027H04.g	Protein metabolism	Ribosomal protein	Protein metabolism	60S ribosomal protein L2 (L8) (Ribosomal protein TL2)	12.2127	12.7691	13.3971	12.2377	12.3086	12.9484	13.6582	13.757	14.7145	14.0576	14.6642	13.8566
GS1_SS_25132_06640	SCRLRZ3040B02.g	Others	.	.	Probable methyltransferase PMT17 OS=Arabidopsis thaliana GN=At4g10440 PE=2 SV=1 	10.3495	10.1749	10.3765	9.2277	9.4898	10.7575	10.6476	10.2703	11.2686	11.1794	10.8156	10.7612
GS1_SS_02503_10495	SCJLAM1060A10.g	.	.	.	Probable histone-lysine N-methyltransferase NSD2; Nuclear SET domain-containing protein 2; Wolf-Hirschhorn syndrome candidate 1 protein; Multiple myeloma SET domain-containing protein; Protein trithorax-5	10.4015	10.2076	9.5877	9.8711	9.5344	10.6761	11.043	10.7388	11.649	12.5375	11.501	12.0234
GS1_SS_02502_10713	SCSGRT2062E10.g	.	.	.	RecName:RNA-binding motif protein, X chromosome; AltName:Heterogeneous nuclear ribonucleoprotein G; Short=hnRNP G	12.8439	13.1468	13.788	13.7174	12.9455	12.4067	14.1467	13.9087	14.2588	14.326	14.2976	14.2787
GS1_SS_02500_06531	SCRLCL6030D09.g	Unknown	.	.	RecName:MACPF domain-containing protein CAD1; AltName:Protein CONSTITUTIVELY ACTIVATED CELL DEATH 1; Short=Protein CAD1							8.5886	8.7504	8.7598	9.7058	8.7708	8.9919
GS1_SS_02507_08604	SCUTLR2015H01.g	.	.	.	.	12.542	13.0934	14.0605	13.2541	12.7104	12.1811	13.7959	13.3992	13.836	13.6677	13.496	13.4078
GS1_SS_02504_09758	SCCCRZ2C01G10.g	.	.	.	Phosphatidylinositol 4-kinase type 2-beta; Phosphatidylinositol 4-kinase type II-beta	12.1384	11.9932	13.0081	14.0032	11.9805	11.4174	12.3478	12.4236	12.1821	12.7462	11.9505	12.1913
GS1_SS_02498_06627	SCJFAM1069G03.g	.	.	.	.			10.0051	9.6873	9.2904	9.1123	9.183	9.2229	9.5407	9.4636	9.2047	9.0239
GS1_SS_02497_17952	SCJFAM1069F11.g	.	.	Cell cycle	Anaphase promoting complex subunit 11 (APC11) (Cyclosome subunit 11)		9.1985	10.1991	9.3541	9.4329	9.7208	10.3048	10.3244	10.4494	10.2573	9.9734	9.8929
GS1_SS_25083_16620	SCVPHR1092E09.g	Cell wall metabolism	cell wall differentiation	Cell wall	Mannan endo-1,4-beta-mannosidase		8.4915	8.7806	8.951		8.5274	8.6774	8.1943	8.6431	8.4177	8.369	8.3649
GS1_SS_25084_10723	SCQSLB2055D04.b	.	.	.	.	10.0128	10.8631	10.9749	10.7894	10.962	9.4688	10.5378	11.3767	10.9756	11.6126	10.7238	11.3531
GS1_SS_25079_09798	SCVPLB2C05G06.g	.	.	.	C2 domain-containing protein C31G5.15			9.8344				9.5865	10.1743	10.1662	9.9633	9.9323	10.1885
GS1_SS_25082_11178	SCJFLR1073E01.g	.	.	.	Sec14 cytosolic factor (Phosphatidylinositol/phosphatidyl-choline transfer protein) (PI/PC TP) (Sporulation-specific protein 20)	10.5019	10.1296	10.1644	11.1697	9.8939	10.6131	11.6788	10.7384	11.2419	10.9495	11.2368	11.8543
GS1_SS_25091_17672	SCMCRT2088H03.g	.	.	Ubiquitination	E2	8.2966		8.2349	9.638	7.8699		8.1731	8.2352	8.225	8.9333	7.6846	8.2347
GS1_SS_25092_08447	SCRULB2062E12.b	.	.	.	.	8.8161	8.5542	8.6133		7.9405	8.4331	8.2317	8.2643	8.7416	8.6174	8.6748	8.444
GS1_SS_25089_11678	SCJFRZ2015H04.g	.	.	.	.	10.8136	10.7648	11.0715	12.3416	10.0314	10.0395	10.1917	10.7572	10.2825	11.2158	10.3896	10.5782
GS1_SS_25076_08645	SCRLSB1040F05.g	.	.	.	RecName:Uncharacterized protein BHLF1							8.1005	8.6209	9.5498	8.8815	9.2141	9.5489
GS1_SS_25078_14119	SCRFSB1020B02.g	.	.	.	SAPS domain family member 2									6.7941		7.3335	6.8982
GS1_SS_02525_04308	SCJLAM1061E08.g	.	.	.	RecName:Serine/arginine repetitive matrix protein 2	8.3744		8.9993			8.5532	8.7445	8.779	9.1949	8.9606	8.7547	8.9396
GS1_SS_02521_13672	SCMCST1049B10.g	.	.	.	ATPase family AAA domain-containing protein 2B	10.857	10.665	11.088	10.5728	10.3356	10.3542	11.6174	11.5184	12.048	12.4576	12.0299	12.2153
GS1_SS_02518_10220	SCJLAM1061A08.g	.	.	.	.								6.7967	6.9243	7.9921		7.3925
GS1_SS_02533_10751	SCQGLR1041A01.g	Unknown	no matches	.									7.0571	6.566	8.0037		7.9264
GS1_SS_02528_10084	SCJLAM1061F07.g	AminoAcid and nitrogen metabolism	oxidoreductase	.	Probable dihydrodipicolinate reductase 2, chloroplastic; DHPR 2;	8.873	8.4277	8.602			9.5479	7.899	7.931	8.2386	8.4537	8.2331	8.1003
GS1_SS_02514_09971	SCJLAM1060F11.g	.	.	.	Polyadenylate-binding protein 2 (Poly(A)-binding protein 2) (Poly(A)-binding protein II) (PABII)					8.2584		8.6787	8.9835	8.5952	9.1775	8.2818	8.1215
GS1_SS_02513_02000	SCJLAM1060F03.g	.	.	.	.							7.2446	7.7018	7.5445	7.8486	6.7071	7.3731
GS1_SS_02511_03168	SCJLAM1060E02.g	.	.	.	.	8.9001		9.5101	9.5119	8.2876		9.7892	9.6204	10.3169	10.6545	10.1232	10.6584
GS1_SS_02510_05883	SCCCLR1022B02.g	Unknown	others	.	RecName:Uncharacterized protein LOC284861		9.375					10.8624	10.6167	12.4014	9.3711	11.5404	10.4201
GS1_SS_25102_02639	SCRULB2063G04.g	Unknown	no matches	.		10.3369	10.2302	9.161	9.346	8.6863	9.2451						
GS1_SS_25103_15543	SCSBLB2037F08.g	.	.	No matches	.	9.3737	9.1067	9.145	10.0071	9.048		9.0932	9.6389	9.6133	10.1014	9.4784	9.6817
GS1_SS_25099_07791	SCRULB2063D01.g	.	.	.	Retrovirus-related Pol polyprotein from transposon 297; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease				8.2869	7.7396		7.1759	7.357	7.0184		6.7192	
GS1_SS_25100_18546	SCRULB2063D10.g	Unknown	.	No matches	.	11.6864	10.9262	11.6856	11.359	10.6173	11.6857	11.1234	11.2214	11.6469	11.8125	11.1761	11.3647
GS1_SS_25110_09074	SCRULB2064G08.b	Others	uncharacterized	.	Retrotransposable element Tf2 155 kDa protein type 3			8.771		8.148		10.1087	10.949	11.0752	11.9006	10.8853	11.312
GS1_SS_25104_18296	SCRULB2063B12.g	Pathogen Resistance	uncharacterized	Pathogenicity	R-gene			8.5766				9.3669	8.797	9.2965	9.6821	8.8405	9.6744
GS1_SS_25105_06221	SCRULB2063C02.g	Pathogen Resistance	ADP binding	Pathogenicity	.	11.1282	10.5611	10.7498	9.8997	9.2484	10.4866	10.0204	9.1791	9.8886	9.3694	9.4479	10.0391
GS1_SS_25097_01560	SCBFLR1083C03.g	Unknown	.	.	Uncharacterized protein At5g41620	8.2776				7.8786		9.1434	10.3363	10.446	9.0725	9.6921	9.05
GS1_SS_25098_09162	SCRFFL1027C07.g	.	.	.	E3 ubiquitin-protein ligase SINAT3 (Seven in absentia homolog 3)							8.2889	8.3042	8.6403	8.1412	8.5377	8.5596
GS1_SS_25096_03809	SCCCLR1068D09.g	.	.	.	Pre-mRNA-splicing factor SPF27; Protein BCAS2 homolog	8.2874			8.9243			7.7618	8.0172	7.7825	8.4405	7.735	7.823
GS1_SS_04880_14007	SCCCAM2C03H06.g	.	.	.	Putative septum site-determining protein minD			8.6951				8.1965	8.4209	9.1138	8.9897	8.7738	8.7875
GS1_SS_02471_00132	SCQSLR1018C04.g	Unknown	Uncharacterized	.	RecName:Cyclin-dependent protein kinase inhibitor SMR1; AltName:Protein SIAMESE-RELATED 1	10.3382	10.1358	11.1967	12.572	9.8212	9.6465	10.4716	11.5753	10.6033	11.6598	10.4279	10.5389
GS1_SS_04878_08957	SCRFAM2073G06.g	.	.	.	RecName:Sperm protamine P1; Short=Po1; Contains: RecName:Sperm protamine P2; Short=Po2; AltName:Main protamine	9.6951	10.433	11.8657	10.2635	10.7038	10.0644	11.5174	11.2347	11.7951	11.7752	11.447	11.6652
GS1_SS_02469_14468	SCBGLR1118B11.g	.	.	.	.							7.6065	7.7784	7.7948	7.8329	8.0061	7.4569
GS1_SS_04874_02278	SCRFAM2073D01.g	.	.	.	Putative copper-transporting ATPase 3									7.8688		8.0547	8.0658
GS1_SS_02465_16618	SCEQRT1031D02.g	.	.	adapter	14-3-3 protein	11.678	11.5223	10.7271	10.5346	11.214	11.652	10.78	10.3283	10.0264	10.4499	9.4193	9.4072
GS1_SS_04870_21835	SCUTAM2009G12.g	Carbohydrate metabolism	dehydrogenase	Carbohydrate metabolism	Putative glycerol-3-phosphate dehydrogenase	9.0746	8.5319	8.5741		7.8467	9.562		7.0525	7.0122	7.5828		
GS1_SS_04884_04272	SCRFAM2074A09.g	.	.	.	Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	10.394	10.8858	10.2906	10.4683	9.3396	8.764	9.8271	10.5873	10.2048	10.5744	9.7791	10.2975
GS1_SS_02475_11848	SCVPLR2027H10.g	.	.	.	.	9.2819	9.5841	10.5293	10.5582	9.6524		10.6623	10.8542	11.4422	11.5013	11.1435	11.2486
GS1_SS_02474_10113	SCMCCL6049F10.g	.	.	.	RNA polymerase II C-terminal domain phosphatase-like 1 OS=Arabidopsis thaliana GN=CPL1 PE=1 SV=1 	8.9929	9.7115	10.0805	9.2924	9.0805		10.0582	9.949	11.5318	10.6712	10.9966	11.1317
GS1_SS_04883_02099	SCJLRT1013F01.g	.	.	.	Protein disulfide-isomerase 1; PDI1;					8.2111		9.5592	8.9904	9.353	9.5626	9.481	9.2222
GS1_SS_04882_15060	SCEPRT2043A05.g	AminoAcid and nitrogen metabolism	oxidoreductase	Amino acid metabolism	dihydrodipicolinate reductase									7.8952		7.4585	7.1484
GS1_SS_02472_08575	SCEQRT1031B04.g	.	.	.	UPF0428 protein CXorf56 homolog	12.7206	12.5988	13.0866	13.1387	12.3817	12.2943	12.673	12.1747	12.6067	12.5509	12.0808	12.4766
GS1_SS_04881_11126	SCMCRT2108B01.g	Others	uncharacterized	.	Probable nucleolar GTP-binding protein 1							7.2004		7.6601	7.8024	6.9463	7.1918
GS1_SS_25056_03513	SCJLRT1023C04.g	Carbohydrate metabolism	.	.	2-phosphoglycerate kinase; 2PGK	9.2981	9.6566	9.7693	8.9444	9.2085	8.687	10.7806	10.8419	11.3179	11.3717	11.0561	11.1345
GS1_SS_25059_12370	SCVPRT3087D04.g	Unknown	no matches	.	.	12.1764	11.8876	12.1421	12.4662	11.4748	11.7025	12.9763	12.1115	12.7111	12.0078	12.3842	12.1977
GS1_SS_02464_18131	SCEZRT2019D05.g	Carbohydrate metabolism	kinase/phosphatase	Carbohydrate metabolism	Pentose phosphate pathway	10.1757	10.4317	10.3356	11.1261	9.7499	9.0751	10.9561	11.5157	11.2718	11.6524	11.0816	11.5276
GS1_SS_04868_18045	SCEPLB1044C02.g	.	.	Nucleic acid metabolism	nuclear mRNA splicing, via spliceosome				8.7148	7.75		8.3543	8.3244	8.7186	9.3825	8.8072	8.8877
GS1_SS_25042_08456	SCCCRT2001D02.g	.	.	.	Elicitor-responsive protein 3 (16 kDa phloem protein) (RPP16) Elicitor-responsive protein 3 (16 kDa phloem protein) (RPP16)							13.0986	13.2696	14.0397	10.7962	13.4251	12.8896
GS1_SS_25043_12362	SCBGRT3075F05.g	Unknown	uncharacterized	.	.			9.522		7.7881		10.0099	9.2715	11.2861	9.5712	11.1383	10.0886
GS1_SS_25040_14998	SCEPAM1016E04.g	.	.	Amino acid metabolism	Probable phosphoribosylformylglycinamidine synthase, chloroplast precursor (EC 6.3.5.3)	10.5798	9.9062	11.6568	9.6006	10.3714	10.1213	11.5802	11.1824	12.1582	12.595	11.7133	11.8275
GS1_SS_25041_11302	SCBGRT3075B08.g	Unknown	.	.	.									6.6796		6.7482	6.947
GS1_SS_25052_19836	SCMCRT3085A12.g	.	.	Receptors	receptor Ser/Thr kinase				9.5912			8.2666	8.4988	9.2615	8.7812	9.0238	8.795
GS1_SS_25055_05203	SCRULB2062B09.b	.	.	.	Putative pentatricopeptide repeat-containing protein At1g10330							7.3642	7.041	7.1555		7.3977	7.2295
GS1_SS_25046_13120	SCEZAM1080B08.g	.	.	.	Vacuolar cation/proton exchanger 1b; Ca(2+)/H(+) exchanger 1b; OsCAX1b	11.8395	10.4471	11.6698	9.8197	11.5182	11.866	11.9264	11.4641	12.561	12.0394	12.168	12.3693
GS1_SS_02491_04922	SCRULB1060H04.g	Unknown	Uncharacterized	.	RecName:Uncharacterized 35.5 kDa protein in transposon Tn4556							7.4163	8.8345	8.1297		7.9383	
GS1_SS_02484_19499	SCJFAM1069C01.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 28 protein (polygalacturonase)							8.4053	9.1049	9.9863	8.4065	9.8844	9.1953
GS1_SS_02495_03884	SCCCST1002C01.g	.	.	.	RING finger protein 10	12.2372	12.1714	12.9119	12.009	12.0274	11.2577	13.2041	13.0555	13.756	13.6172	13.4551	13.4016
GS1_SS_02494_10477	SCEZRZ3017H06.g	.	.	.	Nucleolar complex protein 4 homolog; NOC4 protein homolog; NOC4-like protein; Nucleolar complex-associated protein 4-like protein	10.6157	10.3726	10.5453	9.7808	10.1201	10.6651	10.7095	10.6622	11.5219	11.0326	11.1447	10.8702
GS1_SS_02493_13834	SCEQAM2037B08.g	.	.	.	.	10.2188	10.4869	11.6385	11.2539	11.0111	10.1328	12.5459	12.2989	12.6933	13.4258	12.7257	13.3287
GS1_SS_02492_13164	SCCCLR1077D04.g	.	.	.	Splicing factor 3B subunit 4 Splicing factor 3B subunit 4	9.9026	10.4256	11.2964	11.3313	10.2451	9.9245	11.2975	11.4495	11.6704	11.9493	11.4503	11.4098
GS1_SS_02479_16146	SCJFAM1068H09.g	.	.	Protein metabolism	Aldehyde oxidase (EC 1.2.3.1)			9.1928				8.1876	9.238	8.8395	9.716	8.9406	8.9333
GS1_SS_02478_09197	SCJFAM1068H08.g	.	.	.	.					7.8906		7.0564	8.0065	7.4788	8.1193	7.128	7.2839
GS1_SS_25069_17129	SCVPLB1017E07.g	.	.	Amino acid metabolism	3-dehydroquinate dehydratase/shikimate 5-dehydrogenase	10.1611	10.3448	10.3968	11.5458	8.7535	9.2999	12.0116	11.8308	13.3873	11.7046	12.5792	11.8939
GS1_AS_04484_01566	SCBFRZ2046E11.g	Others	protease	.	Aspartic proteinase nepenthesin-1; Nepenthesin-I;				8.3666			8.2967	8.4776	8.742	9.5218	8.3349	8.9628
GS1_SS_25070_08572	SCACCL6006E02.g	.	.	.	.	10.4015	10.7536	11.4073	11.3988	11.0789	10.1019	11.9869	12.3771	12.0754	12.7911	12.2898	12.5336
GS1_SS_25074_00375	SCQSLB2052D09.g	.	.	.	.			8.2463		8.0198		7.5925	7.7407	8.4062	8.3867	8.3622	8.1735
GS1_SS_25071_11404	SCCCLR1C05B02.g	Unknown	no matches	.	.	15.2709	14.9374	14.9709	13.894	14.7229	14.9542	14.2877	12.8888	13.5131	14.071	13.6344	13.7571
GS1_SS_25072_12168	SCQSLB2051G05.g	.	.	.	.	9.76	9.7414	10.6112	9.467	9.8159	9.957	8.9279	8.9074	8.9793	8.9668	8.7148	8.8897
GS1_AS_04476_04448	SCEZLR1031A10.g	Others	.	.	.										7.3133	6.6268	6.7958
GS1_SS_25062_02766	SCVPRT3088G02.g	.	.	.	Formin-like protein 6; OsFH6							8.1951	8.6735	8.7795	8.9957	8.8337	8.6071
GS1_AS_04480_03606	SCMCAM2082G05.g	.	.	.	F-box protein At2g31470											6.6058	7.5029
GS1_AS_04489_05121	SCSBLB1033F10.g	Unknown	uncharacterized	.	.	10.1782	9.7474	9.7785	10.6323	9.6953	9.3519	8.6845	7.6511	7.8924	8.5662	7.8714	7.5231
GS1_AS_04538_19991	SCCCRT1002D04.g	AminoAcid and nitrogen metabolism	lyase	Amino acid metabolism	hydroxymethylglutaryl-CoA lyase	10.5418	9.8959	10.2548		8.5431	11.157	9.3949	8.9418	10.091	9.5384	9.9135	9.5737
GS1_AS_04515_02932	SCMCAM2083H07.g	Unknown	uncharacterized	.	Transmembrane protein 49	10.365	10.3725	10.6794	10.3382	8.8505	9.0761	8.4321	7.7389	8.0816	8.6498	8.1472	8.1545
GS1_AS_04531_01474	SCCCLR2002H06.g	Unknown	.	.	.							8.2311	8.1029	8.6495	8.7331	8.5221	8.5223
GS1_AS_04599_03941	SCCCCL4015D04.g	.	.	.	.	9.4854	9.6548	9.316	9.1697	9.0038	8.8537						
GS1_AS_04602_20784	SCQGAM2028D11.g	Hormone biosynthesis	synthase	Hormone biosynthesis	Ethylene							8.6536	7.4834	7.6548	8.5519	7.8595	8.0348
GS1_AS_04691_08218	SCJLRT1021D11.g	Unknown	.	.	RecName:Trihelix transcription factor GT-3b; AltName:Transcription factor GT-1-like; AltName:Trihelix DNA-binding protein GT-3b	10.183	9.08	8.9101		8.698	10.3718	7.2097		6.8953			6.9185
GS1_AS_04722_07805	SCCCLR1076F07.g	Signal Transduction	transcription factor	Transcription Factor	HLH (helix-loop-helix)	8.2633				9.1904	9.0006			7.5166	7.3874	7.0878	7.6501
GS1_AS_00048_16361	SCAGCL6012C06.g	Protein metabolism	hydrolase	Protein metabolism	Cysteine proteinase RD21a 									7.1187	7.4339		
GS1_AS_00051_20569	SCCCAD1003D12.g	.	.	Cell cycle	squint	9.8668	9.1423		8.5508	8.4759	9.0132						
GS1_AS_04738_02650	SCEPRZ1008B01.g	Unknown	.	.	.	8.7142	8.6646	8.2839	8.7839	8.1156		8.0505	7.7309	7.1189	8.2107	7.0162	7.1022
GS1_AS_00035_01670	SCJLRT2050H03.g	.	.	.	RecName:Formin-2							7.5047	7.6641	7.1442	7.852	7.0635	
GS1_AS_00099_21781	SCEQRT1027E02.g	Signal Transduction	quinase	Protein kinase	calcium-related							7.5804	7.4183	7.1313		7.0772	7.1765
GS1_SS_07165_10690	SCSBLB1032F01.g	Others	.	.	70 kDa peptidyl-prolyl isomerase; Peptidyl-prolyl cis-trans isomerase; PPIase; Rotamase	12.2631	11.3931	9.774	8.9572	11.8958	12.4994	12.8851	11.5521	11.8211	11.7224	13.1853	14.1026
GS1_AS_00142_20040	SCACAD1037B06.g	Carbohydrate metabolism	Hydratase	Bioenergetics	glyoxylate cycle	8.8064	9.422	9.0858	8.8812	8.2093		8.8099	8.9364	9.7685	9.8701	9.3212	9.4328
GS1_SS_07179_02389	SCEZRZ1017F12.g	.	.	.	Pentatricopeptide repeat-containing protein At1g62350	10.3335	10.3898	9.8885	9.8687	9.1529	10.1565	9.9961	9.4062	9.8555	9.5616	9.7697	9.6515
GS1_SS_07175_00494	SCAGLB1070D03.g	.	.	Development	morphogenesis							8.3011	9.163	9.4628	10.245	9.6073	9.3402
GS1_SS_07176_04916	SCCCRT2C03A04.g	Carotenoid Metabolism	oxygenase	.	Carotenoid cleavage dioxygenase 8, chloroplastic; AtCCD8; AtNCED8; Protein MORE AXILLARY GROWTH 4; Protein MORE AXILLARY BRANCHING 4;							10.1674	9.0945	10.6139		9.4925	9.0389
