probe_name	transcript_name	function	structural	category	sub category 1	Circadian_24h.c	Circadian_24h.t	Circadian_28h.c	Circadian_28h.t	Circadian_32h.c	Circadian_32h.t	Circadian_36h.c	Circadian_36h.t	Circadian_40h.c	Circadian_40h.t	Circadian_44h.c	Circadian_44h.t	Circadian_48h.c	Circadian_48h.t	Circadian_52h.c	Circadian_52h.t	Circadian_56h.c	Circadian_56h.t	Circadian_60h.c	Circadian_60h.t	Circadian_64h.c	Circadian_64h.t	Circadian_68h.c	Circadian_68h.t
GS1_AS_11283_16302	SCCCLR2C01E06.g	.	.	Protein metabolism	Chloroplast 30S ribosomal protein S7	6.6525	6.9071	7.5626	7.4778	7.1038	7.0996	6.8078	6.9741	7.132	6.5635	7.4812	7.6558	6.8199	6.9666	7.2416	6.6403	7.2077	6.7417	6.9647	6.8958	6.5244	6.5075	7.5679	7.993
GS1_AS_11287_03237	SCCCLR2C01G05.g	Signal Transduction	kinase/phosphatase	.	Putative receptor protein kinase TMK1;	6.3016		6.9135	7.0192	6.5629	7.2242	6.3543		6.5151	6.5955	6.7864	6.4644	6.7008	6.3442	6.3855		6.7849	6.5636	6.7098	6.5725	6.4146	5.7636	6.7141	6.6403
GS1_AS_11270_06177	SCCCLR2004E12.g	.	.	.	Uncharacterized ABC transporter ATP-binding protein sll0182			6.1114	5.8733						5.3551	6.0502	6.6857	5.8721	6.0371			5.6728		5.9625	5.82				6.0797
GS1_AS_06356_15056	SCACCL6007G08.g	Carbohydrate metabolism	kinase/phosphatase	Carbohydrate metabolism	sp|Q75KR1|PPDK2_ORYSJ Pyruvate, phosphate dikinase 2 OS=Oryza sativa subsp. japonica GN=PPDK2 PE=3 SV=1 			6.1264			6.1228		6.0908	6.1149	5.6163				6.0007	6.9863									5.6998
GS1_AS_06410_05248	SCAGCL6013A03.g	.	.	.	Protein cereblon			5.869	6.1002	5.7341					6.2034		5.6475	6.1412	6.1665				5.4451		5.9303				
GS1_AS_06414_05447	SCCCCL4017D01.g	Unknown	others	.	RecName:Translation initiation factor IF-2										5.4291				6.0504					6.0135	6.0439				
GS1_AS_11305_02939	SCCCLR2C02E03.g	Unknown	uncharacterized	.	.		6.4733	7.1747	7.2953	6.7178	7.034			6.7489	6.5946	7.1442	7.2741	6.8042	6.9223	7.2734	7.5672	6.7031	6.7526	6.9045	7.1162	6.1153	6.0103	6.7596	7.039
GS1_AS_06389_16886	SCACCL6011A06.g	.	.	Stress	DNA repair			5.5007	5.5717					5.7646	5.1329				5.6879					6.214	6.1657				
GS1_SS_15018_00238	SCSBRZ2021A12.g	Unknown	Uncharacterized	.	.	6.4047		7.2645	7.0323	6.9331	7.6335	6.3855	7.0129	6.8918	6.9721	6.8098	6.2746	6.8244	6.3529	7.5093	7.8728	7.0525	7.3168	7.0502	7.5755	6.6979	6.5068	6.8033	6.619
GS1_SS_10543_10626	SCCCLR1072E04.g	.	.	.	RecName:Universal stress protein MJ0577; Short=USP MJ0577	12.3378	12.2269	12.5866	12.5404	12.559	12.4283	12.5743	12.9122	12.3487	12.4243	12.4496	12.4306	12.4348	12.3824	12.1454	12.0231	12.5444	12.6957	12.4162	12.5985	12.4184	12.5484	12.3613	12.0717
GS1_AS_11367_05479	SCAGLR2011G03.g	Unknown	no matches	.	.			7.1567	7.1043	7.4059	7.4648	5.8927	6.0688	7.2123	7.1413	7.7765	8.0087	7.4365	7.184	7.343		7.0964	7.0545	7.466	7.6175	6.3683	6.3762	7.6152	7.7927
GS1_AS_06443_04455	SCAGCL6014G11.g	.	.	.	E3 ubiquitin-protein ligase UPL4; Ubiquitin-protein ligase 4			6.3406	6.2998	6.6663	6.5349			6.7332	6.6311	6.5477	6.6351	6.925	6.9577			5.8278	5.8195	7.2429	7.4041	5.899		6.5535	6.6653
GS1_SS_10545_08139	SCVPLR2012F02.g	.	.	.	Viral protein TPX	10.0496	10.0323	10.3945	10.5111	10.2582	10.0466	10.1943	10.1476	9.9553	10.0227	10.2916	10.4452	10.2069	10.4133	9.9405	10.0415	10.3052	10.5584	10.1454	10.0877	10.0711	10.2917	10.3111	10.0551
GS1_AS_11353_02397	SCACLR2022G02.g	Unknown	uncharacterized	.	.				6.2639	6.0719	6.6238				6.1169	6.1751	6.2086		6.4591			5.9507	5.7145	6.4423	6.6779	5.8859	6.411	6.0489	6.2104
GS1_AS_06453_03866	SCAGLR1021D11.g	Unknown	no matches	.	.						6.2105	6.2999	6.5579	6.5257	6.3438			7.0542				6.0275	6.0764			6.3477	6.224	6.2318	
GS1_AS_06447_19790	SCEPCL6029B10.g	.	.	Protein metabolism	26S protease regulatory subunit 7 (26S proteasome subunit 7) (26S proteasome AAA-ATPase sub	6.4054		7.1114	6.8085	6.5993	6.6517	6.0553	6.1993	6.7629	6.4679	6.753	6.6472	7.1098	6.54	7.1086	7.026	6.5265	6.4295	6.9798	7.0106	6.1741	6.2715	6.4403	6.8045
GS1_SS_15040_14504	SCUTRZ2008H07.g	Unknown	uncharacterized	.	.	9.2011	9.5081	10.0201	10.1914	9.6913	9.7485	9.3442	9.0691	9.739	9.5245	9.8876	9.9808	9.6883	10.0121	9.2999	9.046	9.8634	9.5674	9.8206	9.4084	9.4615	9.5165	9.6935	9.8749
GS1_SS_15039_00606	SCUTRZ2008G09.g	Others	uncharacterized	.	Citrate-binding protein;	7.5138	6.6042	8.0241	8.3367	7.6016	7.0834	8.1521	7.6136	7.8203	7.2795	8.1334	8.6638	7.773	8.3606	7.7325	8.2286	7.7703	8.2795	7.6076	7.5347	7.7965	7.5648	8.0057	7.7388
GS1_SS_15038_17778	SCEPRZ1009D06.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.5436	12.1647	12.5869	12.3244	12.2396	12.3826	12.747	12.8471	12.2165	12.2674	12.5813	12.6204	12.2271	11.9213	12.2603	12.1197	12.3384	12.5482	12.192	12.4286	12.5158	12.5909	12.4722	12.3563
GS1_SS_15037_01436	SCUTRZ2008G03.g	Unknown	uncharacterized	.	.	13.0745	13.6727	12.7812	12.66	12.7384	11.6083	13.3922	12.4134	12.9259	12.5431	12.7636	13.6421	12.6214	13.2022	12.7379	12.3817	12.7015	11.7336	12.5798	12.1093	12.8884	13.3142	12.7282	12.4211
GS1_SS_15031_08870	SCACLR1126C05.g	.	.	.	.	8.0242	7.8261	9.1332	8.971	8.9272	9.1397	8.2343	8.4156	8.9819	9.0123	8.8473	9.0271	9.117	9.0004	8.154	7.8508	8.6996	8.7736	9.161	9.2181	8.1022	8.4698	8.805	8.6345
GS1_AS_11331_05637	SCACLR2007D03.g	.	.	.	.				5.9788		5.9432			6.0557	5.7311	5.7435	5.5629							6.1319					
GS1_SS_15016_11517	SCVPRZ2038A03.g	.	.	.	.	11.789	11.9926	12.356	12.8399	12.1617	11.9721	11.9735	11.4574	12.045	12.035	12.1071	12.1701	12.0897	12.772	11.6581	12.0244	12.3154	12.2026	12.1194	11.5918	11.926	11.6151	11.7631	11.9468
GS1_SS_15015_03992	SCCCRZ2C04G03.g	Unknown	.	.	Uncharacterized protein C9orf126 homolog	11.005	10.8591	11.5109	11.522	11.3111	11.481	11.2681	11.19	11.2103	11.0932	11.3603	11.3514	11.1854	11.0333	10.9327	10.9528	11.3392	11.3227	11.2764	11.3741	11.1787	11.1216	11.1253	11.3721
GS1_SS_10556_17060	SCJLLR1011B02.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Putative stearoyl-acyl-carrier protein desaturase	16.0396	16.5426	16.2288	16.5321	15.9307	16.0598	16.2093	15.2177	15.9674	15.5244	16.0017	15.7388	16.0194	16.2581	15.6408	16.0014	15.9992	15.7396	15.9805	15.119	16.0398	15.7222	15.5094	15.7551
GS1_SS_10554_11045	SCJLLR1011D10.g	.	.	.	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase		6.4994	7.3224	6.9122	6.9508	6.7595	7.1392	6.9338	6.7712	6.6756	6.9599	6.9749	7.081	6.8634	7.3959	7.5373	7.0418	6.9895	7.3136	7.1477	6.9849	6.8697	6.8236	6.7025
GS1_SS_10549_10737	SCBGLR1002E05.g	Others	uncharacterized	.	Protein TIFY 10A; Jasmonate ZIM domain-containing protein 1	9.3557	11.5791	9.8673	11.151	9.5807	7.9497	9.6368	8.5083	9.5652	9.572	9.5435	8.7375	9.4947	9.3246	9.3313	8.3193	9.711	7.9302	9.5492	7.9162	9.5159	8.1933	7.5407	9.421
GS1_SS_10553_11567	SCJLLR1011D09.g	AminoAcid and nitrogen metabolism	arogenate dehydratase activity	.	Arogenate dehydratase/prephenate dehydratase 6	9.1995	11.6734	9.6691	11.223	9.4286	6.797	9.4184	7.2365	8.779	8.6224	9.3659	7.7174	9.2465	9.8468	9.1126	8.9907	9.497	6.8505	9.1914	7.4578	9.3746	7.8242	6.7881	9.0405
GS1_SS_10551_11645	SCJLLR1011G06.g	Protein metabolism	protease	.	Protease Do-like 7	9.2734	8.4717	9.2285	8.8941	9.4692	9.9425	9.4775	9.7106	9.3348	9.2068	9.1823	8.8562	9.2389	8.7527	8.8138	8.7394	9.1985	9.6591	9.2778	9.6752	9.2428	9.1178	9.1019	8.7431
GS1_SS_10563_01587	SCJLLR1011G04.g	.	.	.	Zinc finger CCCH domain-containing protein 11; OsC3H11	12.7037	12.7826	13.093	13.0222	12.7904	12.695	12.8759	12.8935	12.7444	12.7559	12.6883	12.7782	12.7266	12.8092	12.3188	12.3832	12.8882	12.8568	12.6819	12.6746	12.7059	12.861	12.6494	12.3948
GS1_SS_15044_14856	SCBFRZ2019D01.g	.	.	Protein metabolism	Cell division protein ftsH homolog 1, chloroplast precursor (EC 3.4.24.-)	14.2653	14.0197	14.6385	14.4198	14.3434	14.4964	14.1267	14.3876	14.2195	14.3991	14.5722	14.4313	14.3749	14.2626	14.0701	13.649	14.4821	14.2569	14.3167	14.2026	14.2666	14.2864	14.2179	14.4553
GS1_AS_06481_05574	SCCCCL4014F10.g	Unknown	.	.	.			7.3041	7.3523	6.5057	6.7856			6.684	6.5113	7.2074	7.5659	6.8692	6.8687	6.9167		6.6758	6.4436	6.9595	7.2452	6.4145	6.1836	7.0233	6.8823
GS1_SS_12455_10196	SCJLRT1014E11.g	.	.	.	DEAD-box ATP-dependent RNA helicase 28							6.0627	7.1523							7.7093	7.4336						6.4291		
GS1_SS_15042_13931	SCCCST1001C09.g	Hormone biosynthesis	others	.	MOSC domain-containing protein 2, mitochondrial;	10.8069	11.005	11.2496	11.1441	11.1068	10.876	11.0153	11.0052	11.0204	10.9733	11.1464	11.456	10.9615	10.9297	10.4696	10.4213	11.0781	11.0808	10.9308	11.0189	11.0599	11.1931	10.9939	10.8154
GS1_SS_10565_13184	SCSFRT2067A05.g	.	.	.	RecName:CMP-sialic acid transporter 3; Short=CMP-SA-Tr 3; Short=CMP-Sia-Tr 3; AltName:UDP-galactose/UDP-glucose transporter 6; Short=AtUTr6	6.8746	7.4601	6.8799	6.7432	6.3715	6.4851	7.5223	6.9545	6.6112	6.0198	6.4895	6.4618	6.5958	6.5686	7.7934	8.3766	6.3396	6.7211	6.695	6.4478	6.6509	7.2302	6.6458	6.1596
GS1_AS_06476_18447	SCVPRZ2040D06.g	Transport	Membrane transporter	Transporters	ABC transporter			6.9013	6.3671	6.2946	6.554	5.9716		6.6984	6.4468	6.0616	6.7612	6.8426	6.3673		6.5757	6.1288	5.7868	6.2759	6.682	5.7465		6.0375	6.4521
GS1_SS_10564_17719	SCJLLR1011H03.g	.	.	Cell cycle	PP2A inhibitor	10.355	9.653	10.3333	9.6852	10.3072	10.1694	10.47	10.9472	10.144	10.5011	10.0371	9.7534	10.2442	9.856	10.5309	10.5036	10.3024	10.3954	10.2233	10.4324	10.4639	10.8837	10.1685	9.7203
GS1_AS_06479_04376	SCAGCL6016H09.g	.	.	.	tRNA uridine 5-carboxymethylaminomethyl modification enzyme mnmG; Glucose-inhibited division protein A			7.1904	6.794	6.5512	6.6267				6.064	5.9832		7.409	7.0399			6.6917	6.5715	7.0169	6.9863				
GS1_SS_15058_11513	SCUTRZ2022E05.g	Unknown	uncharacterized	.	.	9.7883	9.44	10.0346	10.0133	10.0081	10.0947	10.0801	10.0259	10.3812	9.8063	10.0756	9.9601	9.92	9.6277	9.6916	9.5545	9.8922	10.4144	9.6395	10.0582	9.8356	9.8092	9.8712	9.6093
GS1_SS_12481_16967	SCJLRZ1019A04.g	.	.	Protein kinase	calcium-related	13.0595	13.1551	13.1708	13.3573	12.9645	12.8469	13.2211	13.1726	12.8308	12.8289	13.1319	13.2366	12.948	13.2187	12.8036	12.7664	13.155	13.2352	12.9416	12.7491	13.0253	13.1591	12.9495	12.934
GS1_SS_12477_13629	SCEQLR1050G01.g	.	.	.	DnaJ homolog subfamily B member 4	7.7921	8.1675	8.1178	8.2266	8.134	7.9392	8.2842	7.8876	7.9948	7.9723	7.9536	8.0469	7.9177	8.1487	8.184	8.1489	8.0625	8.071	7.8161	8.112	8.0042	8.0647	7.8984	7.621
GS1_SS_15056_08630	SCUTRZ2022D04.g	Unknown	uncharacterized	.	.	8.8695	8.6117	9.0852	8.7336	8.4969	8.5173	9.0101	9.2658	8.4206	8.4788	9.0028	9.1914	8.4779	8.3813	8.9116	8.9726	8.8096	8.8249	8.4079	8.5109	8.8433	8.896	9.0202	8.931
GS1_SS_12474_06120	SCJLRT1016A01.g	Unknown	ubiquitination	.	Autophagy-related protein 7; Autophagy-related E1-like-activating enzyme ATG7; ATG12-activating E2-like enzyme; Protein autophagy APG7; AtAPG7	8.8708	9.1823	9.5752	9.6571	9.1921	9.4313	9.1554	9.1428	9.1596	8.9983	9.5649	9.5541	9.1935	9.1671	8.9195	8.9402	9.265	9.3324	9.1851	9.146	9.173	9.0042	9.221	9.3884
GS1_SS_15055_08330	SCUTRZ2022D02.g	Unknown	uncharacterized	.	.	10.6186	10.4306	10.7465	10.9071	10.5979	10.7027	10.6847	10.8027	10.4484	10.5684	10.7156	10.7771	10.5237	10.7213	10.548	10.6386	10.7907	10.9493	10.6518	10.7221	10.5974	10.5638	10.5897	10.5845
GS1_SS_15053_18095	SCCCRZ2C02C08.g	Lipid metabolism	uncharacterized	Lipid, fatty-acid and isoprenoid metabolism	Acyl carrier protein I, chloroplast precursor (ACP I)	13.3438	13.3865	13.4807	13.3057	13.327	12.8889	13.5274	13.5255	13.3824	13.4713	13.5705	14.3008	13.2835	13.3767	12.9032	12.5539	13.3905	12.9242	13.2272	13.0862	13.3569	13.6965	13.514	13.4193
GS1_SS_12470_16332	SCCCRZ2C03D10.g	.	.	Ubiquitination	E2	14.0694	14.0538	14.3852	14.1936	14.0474	14.0526	14.0739	13.9668	14.056	14.0782	14.1714	14.2081	14.0363	13.9724	13.8511	13.7191	14.1508	14.1854	13.5899	13.6118	13.7665	13.8327	13.7496	13.668
GS1_AS_06463_20591	SCEPCL6019E10.g	.	.	Carbohydrate metabolism	Far-red impaired response protein, mutator-like transposase-like protein, phytochrome A sig				6.6162	6.3639	6.2419			6.5322	6.3487	6.4751	7.2913	6.5975	6.3746			6.1862	5.9392	6.6817	6.6512		6.0096	6.3692	6.9408
GS1_AS_11387_07959	SCAGLR2018G12.g	.	.	.	RecName:WAS/WASL-interacting protein family member 1; AltName:Wiskott-Aldrich syndrome protein-interacting protein; Short=WASP-interacting protein				5.7721						5.6748				5.9026					6.1655	6.1038				
GS1_SS_15049_17960	SCCCRT1002F07.g	.	.	Stress	Water stress	15.4288	15.4215	15.4134	15.5205	15.1034	15.2524	15.3882	15.0856	15.0741	14.9453	15.1949	14.8764	15.1462	14.952	15.1147	15.3005	15.0952	15.145	15.0774	14.9519	15.3288	15.1976	14.7475	14.8278
GS1_SS_12468_02242	SCCCLR1C06C03.g	.	.	.	.	8.4554	8.034	8.8439	8.7571	8.8099	8.5536	8.5096	9.014	8.4818	8.7651	8.3181	8.3665	8.6779	8.7473	8.5628	8.5183	8.6804	8.9231	8.7936	8.7749	8.5536	8.8407	8.4493	7.8008
GS1_SS_12464_11251	SCJLRT1015C11.g	.	.	.	UPF0195 protein At1g68310	10.67	10.4646	10.8102	10.6951	10.4615	10.4056	10.9797	11.0237	10.5716	10.4719	10.6471	10.8781	10.3802	10.3145	10.4349	10.1389	10.5731	10.8147	10.2821	10.6179	10.711	10.7581	10.5929	10.3483
GS1_SS_15048_17158	SCMCST1051F08.g	Others	kinase/phosphatase	Protein phosphatase	RecName:Phosphoglucan phosphatase DSP4, chloroplastic; AltName:AtPTPKIS1; AltName:Dual specificity protein phosphatase 4; AltName:Protein STARCH-EXCESS 4; Short=AtSEX4; Flags: Precursor	13.8745	12.2339	14.0482	12.772	13.5893	13.6974	13.9244	14.4298	13.8586	13.5998	13.7863	13.5286	13.591	12.3558	13.369	12.6676	13.5827	13.8605	13.3741	14.1464	13.5961	13.8357	13.6685	13.4263
GS1_AS_06457_05819	SCAGCL6015F01.g	.	.	.	.			6.0771	6.2064	5.9268	6.0694			5.7075	5.8005		6.1835	6.3411	6.1041			5.4357	5.6635	6.2335	6.2179			6.0827	5.9617
GS1_SS_15047_02408	SCCCLR1001E01.g	.	.	.	Cleavage stimulation factor 64 kDa subunit, tau variant; CSTF 64 kDa subunit, tau variant; TauCstF-64; CF-1 64 kDa subunit, tau variant	11.837	11.8739	11.9818	11.7725	11.7429	11.7226	12.2879	12.2083	11.7138	11.6447	11.671	12.0259	11.7059	11.7517	11.6562	11.7679	11.8571	11.9076	11.5156	11.8	11.859	11.7775	11.5489	11.4664
GS1_SS_12458_08039	SCJLRT1014G05.g	Signal Transduction	kinase/phosphatase	.	Probable tyrosine-protein phosphatase At1g05000	11.6802	11.8337	12.1039	13.1922	11.8171	11.6101	11.686	11.1988	11.4127	11.0637	12.1934	11.7554	11.8073	11.9361	11.5723	12.0665	11.9498	12.2419	11.8215	11.1107	11.7532	11.1332	11.3442	12.0982
GS1_AS_11382_21110	SCCCLR1067B04.g	.	.	Stress	Water stress			6.8327	6.6246	6.6841	6.5624			6.5436	6.3832	6.3541	6.1862	6.535	6.2212	6.9232	7.1213	6.1871	6.3265	6.5327	7.1926				
GS1_SS_15041_02285	SCVPRZ2035A06.g	.	.	.	Ubiquitin-like protein 5	15.4551	15.3952	15.8939	15.7902	15.5631	15.5633	15.4895	15.3802	15.5596	15.4497	15.5096	15.4355	15.6733	15.6546	15.1169	15.0532	15.6049	15.779	15.5404	15.5502	15.3817	15.3194	15.417	15.2007
GS1_SS_10572_08819	SCEPAM1019D06.g	Unknown	uncharacterized	.	.	7.7924	8.1573	8.0213	7.8022	7.6957	7.6579	8.0077	7.955	7.7181	7.6991	7.8086	8.0178	7.5683	7.9466	8.0135	8.0164	7.7243	7.6183	7.4208	7.643	7.9698	8.1655	7.7004	7.4854
GS1_SS_10571_00811	SCVPRZ3031D11.g	Signal Transduction	.	.	Non-specific lipid-transfer protein-like protein At5g64080;	8.3303	8.5786	8.9163	9.1104	8.6302	8.215	8.7129	8.1457	8.7712	8.5778	9.1757	9.2513	8.5266	8.6561	8.2194	8.0669	8.6916	8.3948	8.5793	8.8327	8.4963	8.4944	8.7831	8.8622
GS1_SS_10567_15914	SCCCCL3002E04.b	Carbohydrate metabolism	Trehalose metabolism	Carbohydrate metabolism	trehalose metabolism	12.2466	12.5182	12.7894	13.3728	12.4958	13.304	12.5262	12.0505	12.3081	12.2819	12.6799	11.7165	12.4949	12.3999	11.9056	12.3343	12.6177	12.6022	12.637	12.193	12.4596	11.9407	12.0803	12.4037
GS1_SS_10569_13140	SCRFLR1055F03.g	.	.	.	ETO1-like protein 1; Ethylene overproducer 1-like protein 1	9.061	9.5808	9.3061	9.6591	9.1588	9.2143	9.4097	9.1216	9.2795	8.891	9.3654	9.3982	9.1625	9.3443	8.8759	8.8286	9.2581	9.4363	9.0953	9.0908	9.2126	9.0104	9.0891	8.8945
GS1_SS_10568_10114	SCSFSB1099H12.g	Unknown	Uncharacterized	.	Pentatricopeptide repeat-containing protein At1g60770	9.0832	8.5684	9.3053	8.3844	8.9466	8.3213	9.281	9.7995	8.9103	9.1616	9.0697	9.5206	8.816	8.6737	9.1604	8.3915	9.0357	8.9493	8.5262	8.9411	9.1304	9.6304	9.2505	8.7894
GS1_AS_06527_01091	SCAGLR1064A12.g	Protein metabolism	.	.	Inactive ubiquitin carboxyl-terminal hydrolase 53; Inactive ubiquitin-specific peptidase 53	7.5415	7.5976	7.5643	7.3994	7.0457	6.9867	7.8629	7.8524	7.1097	6.4181	7.4859	7.2167	7.3703	7.1018	7.3438	7.2279	7.1949	7.1463	6.9531	7.1931	7.3082	7.6791	7.5205	7.2201
GS1_SS_14992_06036	SCJFRZ2033D10.g	.	.	.	.	10.8398	10.7592	11.2009	11.1168	11.1434	11.3683	11.0585	10.9205	11.1453	10.9817	11.01	11.064	11.071	11.0831	10.5488	10.7212	10.9779	11.0647	10.9296	11.1548	10.9812	10.9028	10.7543	10.7556
GS1_SS_14991_11728	SCJFRZ2033D06.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17	8.0809	8.4986	8.7164	8.5516	8.5076	8.0485	8.1692	8.1198	8.5762	8.6037	8.478	8.7485	8.4826	8.535	8.4108	8.211	8.3636	7.9433	8.7186	8.4913	8.2678	8.4945	8.4124	8.206
GS1_SS_14990_16798	SCCCRZ2C04B09.g	Signal Transduction	kinase/phosphatase	Protein phosphatase	serine/threonine PPM family	7.9157	8.3573	8.6094	8.2569	8.1962	7.5515	8.3637	7.9958	8.5324	8.5285	8.2632	8.9106	8.2231	8.3558	8.1612	7.2686	8.4287	7.6494	8.3298	8.1303	8.0919	8.6411	8.1012	8.017
GS1_SS_14989_07190	SCJFRZ2033D03.g	.	.	.	.	12.6372	12.2683	13.1933	13.233	12.9428	13.4386	12.7919	12.8078	12.7673	12.7381	12.9191	12.4718	12.8848	12.6552	12.5753	12.6234	13.0719	13.167	12.8527	12.8424	12.6125	12.6303	12.5939	12.6397
GS1_SS_14988_10189	SCJFRZ2033C12.g	.	.	.	Rhomboid protein 1, mitochondrial; Processing of cytochrome c peroxidase protein 1; Mitochondrial distribution and morphology protein 37;	10.3342	10.0482	10.6833	10.5298	10.5089	10.5661	10.3889	10.7184	10.3779	10.6416	10.5132	10.6958	10.4379	10.3767	10.2942	10.0512	10.5767	10.5412	10.5327	10.6858	10.4433	10.5681	10.4648	10.3117
GS1_SS_14986_11706	SCJFRZ2033C01.g	.	.	.	La protein homolog; La ribonucleoprotein; La autoantigen homolog	9.9956	9.0421	10.6116	10.1293	10.3056	10.8239	10.0974	10.6911	10.0508	10.2126	10.3072	10.0035	10.2211	9.5027	10.0898	9.7734	10.3613	10.9339	10.3564	10.9155	10.2644	10.2496	10.2025	10.2818
GS1_SS_14983_01362	SCJFRZ2033A05.g	.	.	.	PAB1-binding protein 1	6.4386			6.7757	6.2715	6.2454	6.5209	6.4788	5.9778	6.0722				6.3761	7.2403		6.2306	6.5825	6.1669	6.1789	6.4088	6.3304	6.0335	
GS1_AS_06489_02082	SCEPRZ1009G04.g	Protein metabolism	Chaperones	.	BAG family molecular chaperone regulator 4; AltName:Bcl-2-associated athanogene 4			6.6072	6.491	5.895	5.6318			6.0737	6.0493	6.6924	6.9398	6.2885	6.387				5.9477	6.6529	6.5001	5.391	5.897	6.4313	6.5416
GS1_AS_06491_04735	SCCCCL6003C08.g	Protein metabolism	ligase	.	E3 ubiquitin-protein ligase COP1; Constitutive photomorphogenesis protein 1			6.4615	6.3247	6.2664	6.1493			6.6867	6.3044	6.4386	7.0196	6.4625	6.6616			5.8451	5.8215	6.8581	6.8319	5.8437		6.4531	6.79
GS1_AS_06553_08236	SCEPCL6020G06.g	Unknown	.	.	.				6.5848		6.2312			5.9672	6.1669				6.3322	6.4288				6.399				5.7487	5.6345
GS1_AS_06556_05279	SCAGLR1043C07.g	Unknown	uncharacterized	.	.	7.3796	9.0566	8.3986	9.0744	8.066	7.7523	6.9321	6.228	7.763	7.7327	8.215	7.9099	8.3401	8.5541	8.0042	7.7023	7.9852	7.019	8.518	8.0529	7.4692	6.8706	7.5201	8.2129
GS1_SS_15012_09500	SCCCST2001B07.g	Unknown	uncharacterized	.	.	11.1933	10.052	11.4317	11.3812	11.1659	11.6744	11.3346	11.504	11.0179	10.8643	11.5441	10.9902	11.0256	10.432	11.0202	11.2512	11.2407	11.8211	11.0823	11.5541	11.3145	10.881	11.0929	11.3392
GS1_AS_06528_02893	SCEPCL6018D09.g	Unknown	uncharacterized	.	.	6.1437		7.2984	7.2506	7.444	7.3447	6.2027	6.3381	7.6314	7.6541	7.2769	7.5652	7.778	7.63	6.778	6.5959	6.9758	6.5102	8.0902	7.9385	6.4929	6.489	6.9588	7.0126
GS1_SS_15011_12064	SCJFRZ2034F10.g	.	.	.	Eukaryotic initiation factor iso-4F subunit p82-34; eIF-(iso)4F p82-34	9.2835	8.9438	9.8619	9.5601	9.5078	9.7321	9.4845	9.7155	9.4947	9.6922	9.4383	9.7875	9.6034	9.2464	8.9467	8.3636	9.8337	9.6822	9.5529	9.6337	9.4434	9.5239	9.5033	9.3526
GS1_SS_15007_04428	SCJFRZ2034D09.g	.	.	.	RecName:mTERF domain-containing protein 1, mitochondrial; AltName:Mitochondrial transcription termination factor 3; Short=mTERF3; Flags: Precursor	7.9605	7.9166	8.4429	8.0921	8.4756	8.0706	8.2261	8.6268	8.4845	8.552	8.2852	8.6467	8.2283	8.5971	8.363	8.0183	8.4909	8.3058	8.4589	8.4866	8.4624	8.594	8.3846	8.0103
GS1_SS_15006_15455	SCJFRZ2034D04.g	.	.	other	SET-domain protein	10.9733	11.0863	11.1791	11.234	11.0678	11.104	11.1747	11.0738	10.9789	10.922	11.1096	11.1249	10.9133	10.9686	10.8328	10.962	11.0989	11.1295	10.9378	10.9947	11.0617	11.0611	10.8399	10.9141
GS1_SS_15005_13470	SCJFRZ2034C10.g	.	.	.	Programmed cell death protein 2	9.211	8.6603	9.4732	9.0064	9.1934	9.334	9.3583	9.9171	8.9717	9.2102	9.1278	9.3561	9.2305	8.6168	9.2747	8.8819	9.402	9.5452	8.978	9.4226	9.1982	9.4723	9.1677	8.9614
GS1_SS_15004_20194	SCJFRZ2009H11.g	.	.	No matches	.	8.9417	9.1503	9.6228	9.6962	9.4944	9.5579	9.1819	9.2457	9.4954	9.4029	9.1964	9.1414	9.4714	9.7523	9.2516	9.2439	9.5525	9.5831	9.3228	9.3357	9.1579	9.2529	9.2129	8.9464
GS1_SS_15001_09205	SCCCRZ2C03H11.g	.	.	.	UPF0393 membrane protein Slr1045	10.5631	10.9824	11.3038	11.4026	10.9008	10.7737	10.9261	10.5208	11.1099	10.7402	10.9707	11.1864	10.8531	11.0513	10.1677	10.2474	10.978	10.8122	10.7778	10.7159	10.7398	10.5257	10.7607	10.7527
GS1_SS_14999_07461	SCJFRZ2033H06.g	.	.	.	.	9.8923	9.8926	10.3974	10.4099	10.1005	10.1868	10.0227	10.0269	10.0691	10.0737	10.3177	10.1776	10.0828	10.3275	9.832	9.9363	10.2899	10.2067	10.1336	10.0873	9.9838	9.9892	10.034	9.9458
GS1_SS_14998_13963	SCJFRZ2033H05.g	.	.	.	26S protease regulatory subunit 7; 26S proteasome subunit 7; 26S proteasome AAA-ATPase subunit RPT1; Regulatory particle triple-A ATPase subunit 1	10.0664	9.7445	10.5826	10.2875	10.3627	10.3583	10.1894	10.2811	10.3273	10.489	10.5141	10.9033	10.3356	10.2224	9.9609	9.4382	10.418	10.4191	10.5107	10.8105	10.2639	10.2096	10.1444	10.3123
