probe_name	transcript_name	function	structural	category	sub category 1	15S_E1.1.C_C.030409_0.96.c	15S_E1.1.C_C.030409_0.96.t	15S_F1.1.C_C.030409_0.96.c	15S_F1.1.C_C.030409_0.96.t	36S_E1.1.C_C.030409_0.96.c	36S_E1.1.C_C.030409_0.96.t	36S_F1.1.C_C.030409_0.96.c	36S_F1.1.C_C.030409_0.96.t	79S_E1.1.C_C.030409_0.96.c	79S_E1.1.C_C.030409_0.96.t	79S_F1.1.C_C.030409_0.96.c	79S_F1.1.C_C.030409_0.96.t
GS1_SS_40378_18282	SCEQLB2020F07.g	Signal Transduction	kinase/phosphatase	Protein kinase	Undefined- unclassified	7.8426	7.6981	8.4933	8.4197	13.3536	8.4885	13.3022	9.293	10.2467	8.3861	11.1	7.3438
GS1_SS_40450_20296	SCRLLB2031B03.g	Unknown	.	Lipid, fatty-acid and isoprenoid metabolism	(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase (EC 4.2.1.-) ((3R)-hydroxymyristoy	11.2944	10.9954	10.0399	9.7627	11.173	11.2488		10.4354	11.1022	11.002	9.6432	9.2957
GS1_SS_40358_20502	SCEQLB2017H02.g	.	.	Pathogenicity	R-genes			7.2313	7.7386				7.174				
GS1_SS_40250_19190	SCQGRT3045D06.g	.	.	Pathogenicity	R-genes	7.363	7.4579	7.113	7.4456	8.2856	7.886	8.4629	7.1444	7.529	7.9092		6.6547
GS1_SS_40306_18226	SCBGLB2011A02.g	.	.	Protein kinase	SNF-like kinases	9.1107	8.9498	6.8824	7.0673	9.2947	8.9874	9.7149	7.4611	8.952	8.5912	7.2307	7.4504
GS1_SS_40313_18995	SCBGLB2012C11.g	.	.	Stress	Water stress	13.4583	12.5077			13.6385	12.4434			12.9142	11.2312		
GS1_SS_40273_17948	SCCCLB2007D02.g	Cell wall metabolism	Other glycan degradation	Cell wall	pectinesterase family protein	12.0389	10.9774			11.9591	10.5367			11.5778	10.5103		
GS1_SS_40302_17975	SCCCLB2010F11.g	.	.	Pathogenicity	.	7.305	7.6301	6.0286		7.208	8.1833		6.7294	6.9923	7.8259	6.7257	6.983
GS1_SS_04455_09947	SCMCAM2081H03.g	DNA metabolism	Ribossome	.	Ribosomal protein S13, mitochondrial	13.417	11.7765	12.8121	10.3991	12.9316	11.9827	14.1625	10.5798	11.4028	9.838	11.7902	11.4893
GS1_SS_04452_19480	SCAGLR2018D03.g	AminoAcid and nitrogen metabolism	uncharacterized	Amino acid metabolism	putative gamma-aminobutyrate transaminase	13.4159	13.2649	12.9487	12.2009	12.9715	12.4765	11.0021	12.7557	13.1943	12.5138	12.4794	11.2514
GS1_SS_04451_10550	SCMCAM2081F04.g	.	.	.	RecName:RNA-binding protein 25; AltName:RNA-binding motif protein 25	9.2263	9.2336	6.9061	6.5639	9.3192	9.4586		7.4518	8.7786	9.0363	6.9344	
GS1_SS_06908_07310	SCVPAM2066E11.g	Cytoskeleton and vesicle trafficking	GTP binding	.	Protein BREVIS RADIX OS=Arabidopsis thaliana GN=BRX PE=1 SV=2	14.8051	14.3398	6.9679	7.642	14.3036	14.1624	7.3313	8.8786	14.8082	14.1125	8.2735	8.8378
GS1_SS_06910_14450	SCCCLR2001E08.g	.	.	.	Non-symbiotic hemoglobin; Hbt; ZEAmp GLB1		6.7044			6.839	6.2317						
GS1_SS_06851_15580	SCRLCL6031A08.g	AminoAcid and nitrogen metabolism	uncharacterized	Amino acid metabolism	L-asparaginase	12.0337	11.3179	17.1467	17.0158	13.9388	10.4479	17.4076	17.1786	12.1222	10.1363	17.8592	16.2217
GS1_SS_09405_11698	SCCCRT2002C05.g	Unknown	uncharacterized	.	Spore wall protein 2 OS=Encephalitozoon intestinalis GN=SWP2 PE=1 SV=1	11.9771	12.0652	7.8788	8.9139	13.5407	12.8244	8.8334	9.6946	13.3347	13.113	9.5978	10.2987
GS1_SS_06852_21455	SCRLCL6031B07.g	Others	acetyl-CoA synthetase	Carbohydrate metabolism	acetyl-CoA synthetase	6.2424	6.2528	6.3464	6.1543	6.6004		7.1583		7.0772			
GS1_SS_09406_11915	SCRFLB1056C09.g	.	.	.	RecName:Uncharacterized protein DDB_G0271670; Flags: Precursor	10.6133	10.6039	8.5265	8.2277	11.3119	11.4813	8.9367	9.4403	11.0449	11.0901	9.0302	8.4379
GS1_SS_09407_17405	SCRFLB1056E11.g	.	.	Secondary metabolism	coenzyme Q6 homolog	10.6767	10.3811	8.6393	8.5266	10.5227	10.581	9.0262	9.033	9.9295	9.6327	8.7402	8.4664
GS1_SS_06853_10677	SCRLCL6031B08.g	.	.	.	Probable NAD kinase 1	8.8889	9.2276	8.0076	7.6437	9.9378	9.423	9.0413	8.6111	9.7252	9.8691	8.9203	8.3733
GS1_SS_09408_20522	SCRFLB1056F07.g	.	.	Ubiquitination	E3 ubiquitin ligase	14.7248	14.6395	12.865	13.5078	16.2938	14.8229	14.5195	12.9366	15.0598	15.1448	13.2585	13.8067
GS1_SS_04386_13342	SCCCST3001E10.g	.	.	.	RecName:Putative protein TPRXL	13.5096	11.5301	10.7644	10.9679	13.0346	11.3873	10.9996	10.9924	13.5724	11.7601	11.553	10.9675
GS1_SS_09400_11089	SCRFLB1055F09.g	.	.	.	.	7.6087	7.6638			8.2912	9.192				8.0439		
GS1_SS_04385_17144	SCRLAD1044H07.g	.	.	Cell cycle	presenilin 1/notch processing	12.6027	12.8962	10.1496	10.4	12.8001	13.0552	10.871	10.8695	12.5027	12.4064	10.0981	9.613
GS1_SS_06850_12864	SCRLCL6031A02.g	Unknown	no matches	.		7.5747	7.8934			7.3718	8.2082			8.328	8.9233		
GS1_SS_04384_10182	SCCCST1003D04.g	Others	.	Stress	drought and cold response	9.2335	8.6718	8.2115		10.6155	8.8993	8.1386	7.1377	9.4239	8.8964	9.4967	
GS1_SS_09402_12913	SCCCST1006D11.g	Unknown	uncharacterized	.	.	9.9765	8.3709	11.5757	11.8267	9.3778	7.8956	10.8044	11.8401	9.642	8.065	10.9759	11.0117
GS1_SS_06864_21491	SCAGHR1019F01.g	.	.	Development	development	13.6078	12.1911			12.7608	12.3384	7.1399	7.4007	12.9579	12.3774		
GS1_SS_04407_11928	SCJLAM2095B01.g	Unknown	Uncharacterized	.	.	9.6305	9.5602	7.6455	8.0264	8.6463	8.7564		8.0499	9.1293	9.2668	7.0895	
GS1_SS_04406_21230	SCCCCL3001F05.g	.	.	Calcium metabolism	calmodulin-binding protein	14.3035	14.8224	12.3497	12.3929	15.4799	14.6979	13.0452	12.3971	14.4776	14.7307	12.2663	12.723
GS1_SS_04400_21712	SCMCAM2084G01.g	Unknown	uncharacterized	No matches	non-coding	7.1663	7.6994	10.2357	9.1357	10.5998	7.6128	12.0489	11.5162	9.3803	9.6009	12.4717	10.2526
GS1_SS_04392_06043	SCVPLB1019E10.g	Unknown	uncharacterized	.	RecName:5'-3' exoribonuclease 2	9.4914	9.607	12.7924	11.1968	12.4773	9.6242	13.4131	12.4903	10.9747	9.6642	12.4723	10.9574
GS1_SS_06857_11417	SCRLCL6031E04.g	Redox metabolism	uncharacterized	.	Glutaredoxin-C7	11.8747	11.6279	12.818	11.7539	13.1884	11.6908	14.3767	11.728	12.5412	12.1002	13.7031	11.6377
GS1_SS_06860_17888	SCRLCL6031F11.g	.	.	Carbohydrate metabolism	Far-red impaired response protein, mutator-like transposase-like protein, phytochrome A sig	8.1364	7.2039			8.0047	7.7034			7.4413			
GS1_SS_09410_21018	SCRFLB1056F06.g	.	.	Protein kinase	undefined	13.471	13.8581	10.8725	11.1964	13.5699	13.654	10.7814	11.6889	13.4669	13.7044	10.6069	11.2246
GS1_SS_09411_21654	SCRFLB1056H01.g	AminoAcid and nitrogen metabolism	.	Amino acid biosynthesis	Putative amino acid acetyltransferase	9.1203	11.0495	8.6395	9.026	8.2716	9.9896	9.4076	8.915	9.2663	11.2236	9.4117	9.9014
GS1_SS_04414_08329	SCUTAM2086H12.g	Unknown	no matches	.			7.1608			7.54	8.9288						
GS1_SS_06861_05324	SCRLCL6031C03.g	.	.	.	Uncharacterized protein At5g41620	9.7237	9.3454			9.563	9.2052			9.5653	8.9781		
GS1_SS_06863_19125	SCRLCL6031H05.g	Carbohydrate metabolism	kinase/phosphatase	Carbohydrate metabolism	Photosynthesis	7.4328	6.6212	9.4598	6.7194	6.9649	6.8948	7.3472	6.9387	6.8824		8.0818	
GS1_SS_09418_18966	SCCCRZ2C01E08.g	.	.	Protein metabolism	DnaJ homolog subfamily B member 2 (Heat shock 40 kDa protein 3) (DnaJ protein homolog 1) (H	13.8166	13.9663	11.2868	10.8003	13.5321	13.947	11.1884	11.4526	13.5496	13.2012	11.0587	10.5572
GS1_SS_06870_04685	SCRLCL6032C08.g	.	.	.	.					6.2042				8.1512	8.1751		
GS1_SS_04415_06113	SCJLRT1013D05.g	.	.	.	Zinc finger CCCH domain-containing protein 41; OsC3H41	8.6844	8.8859		6.657	8.7643	9.2936		7.2719	8.9058	8.8185		
GS1_SS_06871_19113	SCQSST1039E07.g	Protein metabolism	uncharacterized	Protein metabolism	H-protein promoter binding factor-1	10.4331	10.5463	10.9072	9.1671	12.4357	10.9439	12.6079	10.0533	10.2902	10.2679	11.4704	9.7752
GS1_SS_09419_00104	SCRULB1057E04.g	Unknown	uncharacterized	.	.	13.0909	12.379	8.6904	8.0313	12.9428	12.9775	7.9603	9.0659	12.5838	11.6701	9.3044	8.8466
GS1_SS_06872_15562	SCCCLB1004C02.g	Others	uncharacterized	Stress	Water stress	12.8469	13.7853	12.8768	13.0053	13.1256	14.6804	12.4776	12.726	9.759	11.3155	9.8885	9.5413
GS1_SS_09420_09472	SCRULB1057E08.g	Unknown	Uncharacterized	.	.	13.1924	12.8615	12.0076	11.9181	13.0189	13.1334	11.0845	12.0938	12.9441	12.8494	11.5965	11.4929
GS1_SS_06875_19274	SCJLRZ1020E06.g	.	.	Cell cycle	RING like kinase	9.4169	9.3306	6.96	7.1132	9.2716	9.7325	7.4123	7.7191	9.4101	9.4748	6.9859	
GS1_SS_04420_00472	SCCCCL4015D05.g	Transport	.	.	Protein transport protein sec31	12.5386	12.8	12.0953	12.293	13.191	13.1452	12.5716	12.8454	13.2165	13.125	11.9687	12.326
GS1_SS_04419_03822	SCJLRZ1026G05.g	Unknown	uncharacterized	.	.	12.407	11.9198	8.2467	8.8188	12.39	12.4067	10.0631	8.9685	11.95	12.3408	8.6551	9.0822
GS1_SS_09414_05866	SCRULB1057C01.g	.	.	.	Non-specific lipid-transfer protein 2; nsLTP2; 7 kDa lipid transfer protein;				6.1067	6.5637			6.7183	7.8662	7.987		
GS1_SS_09415_12982	SCRULB1057C11.g	Unknown	.	.	.	9.0404	10.6499	8.9693	9.446	9.3742	11.9368	8.3377	10.3565	9.0449	11.1051	8.2482	8.7415
GS1_SS_04417_04912	SCJLRT1006G08.g	.	.	.	Peroxisomal membrane protein PEX16; Peroxin-16; Peroxisomal biogenesis factor 16	13.5312	13.9912	11.816	11.9682	13.1751	14.0545	12.0263	11.9676	13.4997	14.1312	11.5261	11.8353
GS1_SS_06868_04531	SCQSLB1049E08.g	.	.	.	.	13.6552	14.4068	12.111	12.3644	13.5712	14.8837	12.4016	12.6974	13.524	14.6873	11.8033	12.0862
GS1_SS_04416_01823	SCEPAM1018F10.g	.	.	.	.	7.5175	7.4006			7.3325	8.5048			6.8256	7.6376		
GS1_SS_09417_09233	SCEQLB1066D09.g	.	.	.	.	13.4283	13.3217	12.3042	12.3055	13.1703	13.4146	12.9329	12.2473	13.2951	13.2675	12.1915	12.8293
GS1_SS_39412_21550	SCRUFL1120E02.g	Cell wall metabolism	Other glycan degradation	Cell wall	Glycoside hydrolase family 28 protein (polygalacturonase)	9.813	9.3211	7.5757		11.0474	9.1914	10.5754		8.9822	9.1854	7.3708	
GS1_SS_39496_16791	SCQSFL1127F02.g	.	.	Stress	DNA repair	9.8533	9.9659	7.5795	7.4907	9.7033	10.5187		8.8035	9.3509	9.8591	7.608	7.2364
GS1_SS_39574_18761	SCVPFL1136C02.g	.	.	Pathogenicity	R-genes	6.8363	6.913			6.4319	6.8175			6.905		6.664	
GS1_SS_39754_21849	SCRLFL4109E11.g	.	.	Protein metabolism	ELF protein (RE07731p)	12.8069	12.72	10.3742	10.4147	12.3595	12.7373	9.4812	10.5129	12.5402	12.6325	10.4591	10.301
GS1_SS_39105_16031	SCCCFL5061H09.g	.	.	Bioenergetics	glycolysis	9.2635	9.2602	7.1413	6.8036	9.2497	9.4824	7.7849	7.4596	8.173	8.4511	6.8369	6.6819
GS1_SS_39063_19379	SCCCFL5057A07.g	.	.	Cell cycle	RecName:Ribosomal RNA small subunit methyltransferase G; AltName:16S rRNA 7-methylguanosine methyltransferase; Short=16S rRNA m7G methyltransferase	7.9975	8.0713	8.253	8.1498	8.2872	9.3606		8.8826	7.4329	8.4317	8.1097	7.7742
GS1_SS_39078_21626	SCCCFL5059B07.g	.	.	Transcription Factor	Other Auxin-response factors	8.941	8.9863		6.8881	8.9353	9.1779		7.1082	9.3708	8.9564		
GS1_SS_04426_12879	SCRFHR1006G03.g	Light harvesting	uncharacterized	.	Chemocyanin precursor (Basic blue protein) (Plantacyanin)	7.9597	11.2837			11.3264	12.1931	9.2617	6.4894	7.4068	9.8413		
GS1_SS_04425_00558	SCCCRZ2001C10.g	Others	.	.	Leucine-rich repeat-containing protein DDB_G0276689 OS=Dictyostelium discoideum GN=DDB_G0276689 PE=4 SV=1 	11.0947	12.5072	10.8904	11.0074	11.4141	12.5546	12.3599	11.0177	11.4677	12.712	11.1689	11.7007
GS1_SS_04424_04885	SCCCAM2C07B08.g	.	.	.	.	8.7261	9.0481			8.9465	9.5327		6.7237	8.5348	8.7094		
GS1_SS_04422_12860	SCCCAM2C07A08.g	Unknown	uncharacterized	No matches	.	10.5692	11.4448	8.9732	8.1116	11.3328	12.6137	9.7984	9.6076	10.5424	11.4441	9.6517	8.5795
GS1_SS_09423_09056	SCEQLB1064A10.g	Transport	nucleoporin	.	Nuclear pore complex protein Nup155; Nucleoporin Nup155; 155 kDa nucleoporin	13.7717	14.1615	12.3788	12.3255	13.9312	14.2994	11.8104	12.4646	14.2234	14.7333	12.3239	12.3296
GS1_SS_06876_11018	SCBFLR1083D01.g	Transport	translocator	.	Mitochondrial import receptor subunit TOM40 homolog 1; Translocase of outer membrane 40 kDa subunit homolog 1	13.2888	12.2625	12.2594	12.1244	13.1334	12.1929	8.5378	12.4937	13.3117	11.899	11.9089	12.3297
GS1_SS_09424_13691	SCEPRZ1010H07.g	.	.	.	ATP synthase subunit d, mitochondrial	12.8514	12.005	12.1288	12.2487	13.8411	12.7955	13.2367	12.7667	13.7174	12.8351	11.9939	12.2436
GS1_SS_06877_17724	SCRLCL6033D10.g	.	.	Receptors	receptor Ser/Thr kinase									6.8427		6.9653	7.1177
GS1_SS_09425_11711	SCCCCL3080D01.g	.	.	.	Actin-related protein 9	7.9543	9.113	7.5901	7.7802	10.2726	11.2085	9.013	9.1323	11.5267	11.9455	10.5916	10.2538
GS1_SS_06878_20905	SCRLCL6033E01.g	.	.	Development	Polycomb group protein FERTILIZATION-INDEPENDENT SEED 2	11.2219	11.3094	10.1854	10.2388	11.4505	11.5297	10.7355	10.2977	11.4764	11.3535	10.7478	10.7123
GS1_SS_06880_08305	SCCCCL4017B10.g	.	.	.	IWS1 homolog; IWS1-like protein	13.1662	13.8851	12.0419	11.9557	13.1387	14.2458	11.4512	12.1629	13.4695	14.3514	11.785	11.3454
GS1_SS_04427_20139	SCCCLR1C04E03.g	.	.	Ubiquitination	ubiquitin-conjugating enzyme E2	16.3902	16.0695	15.5032	15.3141	17.2188	16.0191	16.3668	15.1501	16.6769	16.1086	15.8981	15.8593
GS1_SS_09358_02863	SCEPRZ1009H07.g	Others	.	.	Arabinogalactan peptide 16; AG-peptide 16;	16.5902	16.4118	9.3323	9.4424	16.8071	16.6817	10.7909	9.8604	17.1663	17.0037	10.2451	9.4505
GS1_SS_06822_09373	SCCCRZ2C01G07.g	.	.	.	Exosome complex exonuclease RRP41; Ribosomal RNA-processing protein 41; Exosome component 4; p12A	13.5579	13.3154	13.509	13.3191	12.8816	12.8913	11.8457	12.7952	13.7392	13.5822	13.3142	12.7625
GS1_SS_09361_09928	SCQSLB1052A05.g	.	.	.	.	11.2636	11.3788			11.4641	11.6345			11.7832	11.9232	6.6413	
GS1_SS_09362_05645	SCQSLB1052A10.g	Unknown	uncharacterized	.	RecName:Splicing factor, arginine/serine-rich 19; AltName:SR-related and CTD-associated factor 1; AltName:SR-related-CTD-associated factor; Short=SCAF; AltName:Serine arginine-rich pre-mRNA splicing factor SR-A1; Short=SR-A1	11.4362	12.8947	14.1397	14.9849	11.2962	12.0582	14.7724	14.5473	10.862	12.108	14.1741	14.7358
GS1_SS_06823_17377	SCEPCL6020C02.g	Signal Transduction	quinase	Protein kinase	MAPK/MAPKK/MAPKKK			8.2702	9.1534			10.4663	7.7074				9.2425
GS1_SS_09363_11163	SCQSLB1052B01.g	.	.	.	Meiotically up-regulated gene 70 protein	9.7279	9.0181	7.6841	7.5365	9.5559	9.2328	8.0423	7.6323	9.5437	9.1804	7.8925	7.7537
GS1_SS_06833_17587	SCCCLR1C07C04.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	putative delta-6-desaturase	14.56	14.2858	10.7937	11.7422	15.1047	14.3184	12.9078	11.2746	14.5835	13.398	10.0457	10.2144
GS1_SS_09376_19080	SCJFRT1009C10.g	Protein metabolism	peptidase	Protein metabolism	Serine carboxypeptidase II chains A and B (EC 3.4.16.6) (Carboxypeptidase D) (CPDW-II) (CP-			10.2048	8.5421			9.8913	9.274			9.9749	8.9042
GS1_SS_09378_21279	SCRFLB1053D10.g	Cell cycle	uncharacterized	Cell cycle	Chromatin assembly factor 1 subunit A (CAF-1 subunit A) (Chromatin assembly factor I p150 s	9.4901	9.5834	7.4206	7.6922	9.3197	9.8533	7.2357	7.6247	9.1198	9.7857	7.0673	7.8074
GS1_SS_06834_01406	SCJFRZ2025H06.g	Unknown	.	.	.	11.6983	12.1612	8.4653	9.112	11.5758	12.4901	9.1542	9.336	11.6825	12.7949	8.9697	9.5744
GS1_SS_09364_15256	SCQSLB1052B06.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	SUR2 protein (Syringomycin response protein 2)	10.5535	10.3601	6.7433	7.0501	10.8308	10.6914		7.1519	10.3804	10.2179	6.8586	7.4773
GS1_SS_06828_14213	SCACLR1036D09.g	Others	.	.	Patellin-4	16.6696	12.5975	6.7766		16.7914	12.9213		6.5769	16.7637	12.3323	8.3154	8.1922
GS1_SS_09365_09965	SCQSLB1052B07.g	.	.	.	Uncharacterized membrane protein yuiD OS=Bacillus subtilis GN=yuiD PE=4 SV=1 	12.6175	12.5256	13.0329	12.8323	12.2656	12.4202	13.0412	13.355	13.156	12.5256	13.6006	13.021
GS1_SS_06831_12522	SCEZHR1084B07.g	.	.	.	.	10.619	9.7511	8.8585	8.45	10.3162	9.433		9.1581	10.1815	9.1969	8.5502	7.5641
GS1_SS_09368_15859	SCQSLB1052C08.g	.	.	Transcription Factor	HLH	13.1171	12.3057	12.1843	12.0774	13.4554	12.7685	13.1529	12.4222	13.0487	12.364	12.0003	11.774
GS1_SS_06832_09523	SCVPST1059G08.g	.	.	.	.	7.6016	8.4485	8.6093	8.605	7.5219	9.1028		8.7919	7.1971	8.6244	9.1694	8.6733
GS1_SS_09380_13202	SCRFLB1053F10.g	.	.	.	.	9.5629	10.1299	8.9846	9.1501	9.1817	9.9658	9.793	9.1502	10.6805	11.0013	9.6401	9.7285
GS1_SS_06839_14194	SCEZRT2019F10.g	Redox Metabolism	.	.	peroxidase			8.6352	8.9867			13.6231	9.1122			9.1519	10.853
GS1_SS_06841_01003	SCMCCL6051A05.g	.	.	.	.	9.2934	10.1711	7.4716	7.7618	9.9428	10.846	8.9253	9.0499	9.2224	10.2864	7.8185	8.2426
GS1_SS_09388_08850	SCSGLR1084A12.g	Unknown	.	.	RecName:Serine/arginine repetitive matrix protein 2	17.8018	16.1696	7.0758		17.7607	16.4447		7.6324	17.6157	15.3447	7.3083	7.3858
GS1_SS_06842_21165	SCCCLR1C07F08.g	.	.	Receptors	Receptor Ser/Thr kinase-unclassified	11.032	11.206	10.6577	10.8511	10.6005	11.4224	11.3945	10.5852	9.8351	10.5082	9.18	11.2508
GS1_SS_09389_18091	SCRFLB1054G09.g	AminoAcid and nitrogen metabolism	lyase	Amino acid metabolism	homogentisate 1,2-dioxygenase	12.3528	12.7933	11.823	12.3525	12.4543	13.2364	10.741	13.0498	12.1561	12.5638	11.4015	11.8338
GS1_SS_06843_11559	SCRFLR2037E11.g	.	.	.	RecName:Translation initiation factor IF-2	10.7414	9.684	6.2925	7.3183	10.4552	10.3013		6.9931	11.1267	11.4249		6.9442
GS1_SS_09390_10688	SCRFLB1054H10.g	.	.	.	RecName:Transmembrane protein 234	10.044	9.7629	8.5379	8.7936	9.9704	9.9275	8.2755	9.1095	9.9044	9.4937	8.3006	8.9591
GS1_SS_04374_14495	SCUTLR2023A03.g	Unknown	Uncharacterized	.	Esterase precursor (Early nodule-specific protein homolog) (Latex allergen Hev b 13)	11.8624	11.4014	8.5231	8.4146	13.0651	11.9287	9.1817	8.3729	12.5507	11.4653	10.1696	8.5631
GS1_SS_04373_20545	SCJFRZ2015C10.g	RNA metabolism	transcription factor	Protein metabolism	Eukaryotic translation initiation factor 4E-1 (eIF4E-1) (eIF-4E-1) (mRNA cap-binding protein)	9.3876	10.2489	8.2553	9.1576	10.1161	10.8318	8.5765	9.5093	9.7553	10.8093	8.0298	9.2561
GS1_SS_04371_02134	SCAGLB1070G02.g	.	.	.	RecName:Protein WVD2-like 1; Short=AtWDL1	14.5147	15.2728	12.9757	13.7509	14.8235	15.3239	15.1187	13.9969	15.0176	15.4441	13.1732	14.1451
GS1_SS_09379_13754	SCCCLB1C05F05.g	Cytoskeleton and vesicle trafficking	others	.	VAMP-like protein YKT61; AtYKT61; Geranylgeranylated protein 1; AtGP1	9.4982	9.5255	8.1995	8.4555	10.1725	10.4203	9.9577	10.1357	10.5087	10.3152	9.4103	10.1833
GS1_SS_09399_09164	SCJFLR2035E10.g	Unknown	no matches	.	.	12.1281	12.126	8.8921	9.6279	11.9367	12.6568	8.2347	9.7201	10.2435	10.7239	7.4745	6.9207
GS1_SS_06848_13857	SCRLCL6030F09.g	Unknown	uncharacterized	.	.	8.0413	9.5606	9.2686	8.573	10.5227	10.0125	11.3516	9.0773	8.4	9.4089	11.2546	9.0963
GS1_SS_04379_02634	SCSFRT2070A04.g	Unknown	Uncharacterized	.	UPF0189 protein VPA0103	14.4198	14.7658	13.3753	13.6915	14.5037	14.9026	12.1395	13.7668	14.4548	14.6435	12.9398	13.4887
GS1_SS_04378_16029	SCEQRT2029D06.g	.	.	Nucleic acid metabolism	nuclear mRNA splicing, via spliceosome	8.9026	10.0447	9.078	9.7758	11.3014	10.9536	9.367	9.6773	9.3579	11.167	8.656	9.768
GS1_SS_06849_16827	SCBGLR1116G11.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	10.7691	11.6231	9.827	9.9739	10.6386	12.5581	9.98	10.5189	9.9755	11.6131	9.2068	10.0625
GS1_SS_04375_03663	SCJFRZ2005D02.g	.	.	.	Minor histocompatibility antigen H13; Signal peptide peptidase; Presenilin-like protein 3	10.6856	10.8523	8.9923	8.8749	10.5577	11.6742	9.7326	9.6646	10.4644	11.2246	10.049	9.419
GS1_SS_06844_18190	SCUTLR1058G03.g	.	.	Stress	DNA repair	12.7908	12.7804	11.0751	10.6311	12.6944	12.9126	10.6654	11.0934	12.5324	12.3256	10.6713	10.0899
GS1_SS_09391_05755	SCRFLB1055A04.g	.	.	.	.	7.8585	8.2555			8.0705	8.729			7.5927	7.8153		
GS1_SS_06845_00578	SCJFRZ2015G05.g	.	.	.	RecName:WAS/WASL-interacting protein family member 1; AltName:Wiskott-Aldrich syndrome protein-interacting protein; Short=WASP-interacting protein	11.17	11.6822	8.8566	8.7879	11.3273	12.21	9.4782	9.3995	11.2329	11.7002	9.5745	9.275
GS1_SS_09392_10965	SCCCRZ2C03F10.g	Unknown	uncharacterized	.	RecName:Serine/arginine repetitive matrix protein 2; AltName:300 kDa nuclear matrix antigen; AltName:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa; Short=SR-related nuclear matrix protein of 300 kDa; Short=Ser/Arg-related nuclear matrix protein of 300 kDa; AltName:Splicing coactivator subunit SRm300; AltName:Tax-responsive enhancer element-binding protein 803; Short=TaxREB803	13.4617	11.9935	7.8436	6.866	12.8916	12.5424	7.7193	6.8252	12.5863	11.2702	7.9055	7.112
GS1_SS_04383_08985	SCAGRT2042G05.g	.	.	.	NPL4-like protein	13.0275	12.3685	12.2691	12.4422	13.3068	12.5721	12.5103	12.4982	13.4031	12.3109	12.1033	12.1503
GS1_SS_04382_04043	SCACLR1057D09.g	.	.	.	Charged multivesicular body protein 2a; Chromatin-modifying protein 2a; CHMP2a; Vacuolar protein-sorting-associated protein 2-1; Vps2-1; hVps2-1; Putative breast adenocarcinoma marker BC-2	9.7173	8.3789	9.6265	9.7679	9.6576	8.3443	9.4189	9.5966	10.7554	9.6635	10.0761	10.0349
GS1_SS_09393_12844	SCCCCL3004D04.b	Others	others	.	Random slug protein 5	14.5723	13.1665	6.5714		13.8891	13.4341		8.315	14.2978	12.2945	7.2191	7.3352
GS1_SS_06846_14105	SCRLCL6030E08.g	Unknown	uncharacterized	.	Uncharacterized MFS-type transporter C19orf28	6.2583	6.4983	8.1953	8.4697	6.1916	6.2435	9.2718	8.8182			8.3744	8.2621
GS1_SS_06847_18793	SCCCST1006A02.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	12.8486	12.6477	10.85	10.6524	12.7812	12.6502	11.1811	11.1052	12.6824	12.4765	11.0601	10.9782
GS1_SS_04381_19224	SCEPAM1023F03.g	Cell wall metabolism	Other glycan degradation	Cell wall	beta-1,3-glucanase Glycosyl hydrolases family 17	13.7774	12.4698	7.8509	8.0011	13.521	12.5736		9.1577	13.4983	12.0749	8.3931	7.9161
GS1_SS_09397_04109	SCRFLB1055C11.g	.	.	.	F-box/LRR-repeat protein At1g67190	11.3969	10.9771	9.6659	9.5317	11.1476	11.4117	9.8961	9.7436	11.1585	10.9576	9.2477	9.2789
GS1_SS_09321_09430	SCQGLB1040H01.g	.	.	.	Pentatricopeptide repeat-containing protein At1g15510, chloroplastic;	9.5755	9.3568	9.6049	9.4218	9.5961	9.3525	8.7224	9.939	9.7652	9.1883	9.4362	9.1078
GS1_SS_06787_09749	SCRFLR1012D02.g	.	.	.	Inositol-pentakisphosphate 2-kinase; Inositol-1,3,4,5,6-pentakisphosphate 2-kinase; Ins(1,3,4,5,6)P5 2-kinase; InsP5 2-kinase; AtIPK1	11.1018	11.0747	8.9685	8.9626	11.2182	11.3328	8.2774	9.5025	11.2813	11.8971	9.549	9.1801
GS1_SS_06800_11887	SCMCLR1053D12.g	Unknown	no matches	.		6.8537	7.8484			7.2316	8.4988				7.716		
GS1_SS_09330_07101	SCQSLB1049G07.g	Unknown	.	.	.	12.8296	12.9734	9.9965	10.1478	13.3892	13.4082	8.9483	10.8201	13.1644	13.3713	10.7219	9.9383
GS1_SS_06796_08148	SCUTAM2087H06.g	.	.	.	Probable O-sialoglycoprotein endopeptidase; Glycoprotease	6.975	6.6193	6.8324		5.9823	6.4369		7.0962				
GS1_SS_06797_13791	SCMCCL6058E06.g	.	.	.	.	8.1706	7.3227	9.1621	9.5766	7.9372	7.5268	10.5664	9.3079	7.9385	7.0307	10.699	10.0331
