probe_name	transcript_name	function	structural	category	sub category 1	A1V2E3_0.80.c	A1V2E3_0.80.t	A1V2E5_0.80.c	A1V2E5_0.80.t	A1V2E6_0.80.c	A1V2E6_0.80.t
GS1_SS_07299_02577	SCJFRT1058G07.g	.	.	.	Protein disulfide-isomerase 2; PDI2;	8.9178	8.3639	11.5656	11.2951	10.0854	12.17
GS1_SS_02405_15659	SCCCRZ1001E10.g	Signal Transduction	kinase/phosphatase	Receptors	Receptor Ser/Thr kinase	8.195	9.049	11.7001	11.8679	10.6019	12.0151
GS1_SS_02409_20264	SCQGLB1039C03.g	Signal Transduction	transcription factor	Cell cycle	MYB-like protein	12.4863	11.9168	13.5633	13.1887	13.2839	12.9518
GS1_SS_07308_12882	SCQGLR2017B05.g	.	.	.	Transmembrane protein 214-A	9.6431	9.7851	12.4268	13.3538	12.2795	13.5542
GS1_SS_04820_13851	SCQGAM2027E04.g	Unknown	no matches	.				7.1771	7.4738	7.13	7.6437
GS1_SS_07309_07934	SCACHR1035G07.g	.	.	.	F-box/FBD/LRR-repeat protein At5g53840	8.2485	7.9384	8.8767	9.7449	9.6387	8.8044
GS1_SS_02406_12748	SCJLRZ1021F11.g	Unknown	ribosomal protein	.	50S ribosomal protein L18, chloroplastic; CL18;	11.424	11.5185	13.9569	9.6013	13.4884	7.9861
GS1_SS_04816_18132	SCMCRT2088D10.g	.	.	Protein kinase	SNF-like kinase	12.514	12.8471	13.8086	13.4725	14.1197	13.0767
GS1_SS_07310_01149	SCSFRT2071E01.g	DNA metabolism	.	.	RCC1 and BTB domain-containing protein 2; Regulator of chromosome condensation and BTB domain-containing protein 2; Chromosome condensation 1-like	8.9113	8.9217	11.1854	11.118	9.6516	11.641
GS1_SS_07312_21745	SCACHR1036B12.g	Unknown	no matches	No matches		8.0961	7.6056	7.7164	8.0278	8.1787	9.2281
GS1_SS_04830_11743	SCVPAM1055G07.g	Unknown	.	.	.	8.5661	8.6076	11.2147	10.4914	9.7751	9.6381
GS1_SS_07303_21821	SCJFRZ3C01D11.g	.	.	Two component	phosphorelay intermediate	12.0268	11.855	12.9313	13.2251	12.9773	13.1258
GS1_SS_02418_07359	SCMCAM2082H05.g	Unknown	Uncharacterized	.	.	6.4025		8.0417	8.4616	7.5401	11.6405
GS1_SS_02416_10589	SCSBST3102B04.g	.	.	.	Protein YIF1B-B; YIP1-interacting factor homolog B-B	10.999	10.9808	11.5532	11.9267	12.0787	11.4956
GS1_SS_04827_04621	SCRFAM2070C07.g	.	.	.	Vacuolar protein-sorting-associated protein 36	10.3637	10.7362	11.6791	13.382	11.8916	13.303
GS1_SS_04826_14206	SCRFAM2070C04.g	Unknown	uncharacterized	.	RecName:Putative protein TPRXL	8.9558	7.3916	7.8996		8.7813	
GS1_SS_02412_06826	SCSGCL6070F07.g	Nucleotide metabolism	kinase/phosphatase	.	N-acetyl-D-glucosamine kinase; N-acetylglucosamine kinase; GlcNAc kinase	11.6515	11.2513	13.0664	11.8997	12.129	12.3282
GS1_SS_07306_05295	SCACHR1035F07.g	Unknown	Uncharacterized	.	Ubiquitin domain-containing protein 1	11.9181	11.4849	12.7945	12.0561	12.3914	11.5432
GS1_SS_02410_13630	SCEQRT2093B08.g	.	.	.	BEACH domain-containing protein lvsC	11.4726	12.0578	13.2632	13.7819	12.6228	13.8422
GS1_SS_25008_05086	SCRURT3063D02.g	Others	hydrolase	.	RecName:Uncharacterized hydrolase YugF	12.1862	12.5177	13.4467	11.477	13.2939	9.7366
GS1_SS_24997_10873	SCAGLR2018B12.g	.	.	.	RecName:Uncharacterized protein At1g01500	11.7316	11.2396	11.9871	12.6868	12.6955	13.39
GS1_SS_25006_00363	SCSBHR1050A07.g	Signal Transduction	transcription factor	.	RecName:Ethylene-responsive transcription factor RAP2-7; AltName:Protein RELATED TO APETALA2 7; AltName:Protein TARGET OF EAT 1	10.3293	10.8943	11.9187	12.1741	12.0589	11.2477
GS1_SS_24981_20467	SCQSFL1125C02.g	.	.	Ubiquitination	E3	11.5868	11.5833	12.6447	13.0396	12.7229	12.7825
GS1_SS_24990_09009	SCRURT3061C01.g	Others	uncharacterized	.	Nuclease PA3; Endonuclease PA3; Deoxyribonuclease PA3	10.7816	9.9742	10.8828	12.3544	11.3133	13.8163
GS1_SS_24985_08915	SCEQRT3C05B05.g	.	.	.	.	12.579	12.3028	13.4201	12.7405	13.9063	12.373
GS1_SS_04836_05659	SCCCAM2C06A11.g	.	.	.	Retrovirus-related Pol polyprotein from transposon 297; Includes: Protease; Includes: Reverse transcriptase; Includes: Endonuclease	6.8387	6.987	7.2578	7.8795	7.5376	7.7722
GS1_SS_02422_11241	SCJFAM1067D02.g	.	.	.	RecName:Uncharacterized methyltransferase-like protein SPBC21C3.07c		6.692	8.3077	8.7551	8.5489	8.0437
GS1_SS_04835_20392	SCEZAM2035A06.g	.	.	Small GTPases	rab		6.6129	7.395	8.4376	8.5094	7.8674
GS1_SS_04834_10355	SCMCCL6027E03.g	.	.	.	RecName:Laforin, isoform 9	7.7212	8.0335	7.6505	6.8961	8.1181	
GS1_SS_02420_01100	SCJFAM1067B10.g	.	.	.	WD repeat-containing protein 82; Swd2 WD repeat-containing protein 82	8.5244	8.1247	9.7219	10.1052	9.3871	9.9507
GS1_SS_07315_10030	SCACHR1036E03.g	.	.	.	ATP-dependent RNA helicase DHX8; DEAH box protein 8	6.8256		9.0383	8.4018	7.7824	7.7952
GS1_SS_07316_19131	SCEQRT1033H06.g	Signal Transduction	Kinase	Receptors	Putative wall-associated protein kinase	11.581	11.7595	13.4574	12.0035	12.4803	12.4846
GS1_SS_07247_14545	SCMCCL6049E04.g	.	.	.	Uncharacterized protein At1g76660	11.4517	11.3647	12.263	11.2218	12.4676	9.029
GS1_SS_07250_19455	SCCCFL1002E10.g	Signal Transduction	kinase/phosphatase	Protein kinase	undefined	8.0211	8.0564	10.4008	10.2097	10.428	9.7876
GS1_SS_07255_08407	SCACCL6007F11.g	.	.	.	.		6.6312	7.9147	8.6372	7.3169	8.8843
GS1_SS_07256_03337	SCCCST1003F10.g	Unknown	uncharacterized	.	.	9.4243	9.6986	10.3897	11.666	10.9879	11.2122
GS1_SS_02362_04805	SCCCRZ1004F11.g	.	.	.	Speckle-type POZ protein; HIB homolog 1; Roadkill homolog 1 Speckle-type POZ protein; HIB homolog 1; PDX-1 C-terminal-interacting factor 1 Speckle-type POZ protein Speckle-type POZ protein	6.9881	7.1589	7.9271	8.1829	7.4212	8.0398
GS1_SS_04759_21156	SCJFSB1011G12.g	Unknown	no matches	Lipid, fatty-acid and isoprenoid metabolism		12.0359	12.4238	14.4128	15.6993	13.6808	15.6668
GS1_SS_02361_16821	SCEPRZ1009A12.g	.	.	Protein kinase	calcium-related	10.4923	10.3937	13.1877	10.6377	11.6493	10.3246
GS1_SS_04757_02821	SCQSAM2047D11.b	.	.	.	.	8.3328	8.0621	9.9338	10.3306	9.6258	10.7717
GS1_SS_02360_09583	SCAGLB1069A01.g	RNA metabolism	DNA polymerase	.	DNA-directed RNA polymerase II subunit RPB9; RNA polymerase II subunit B9; DNA-directed RNA polymerase II subunit I; RPB14.5	10.7481	10.0091	11.0467	10.1908	11.3653	8.8689
GS1_SS_04756_12371	SCQSAM2047D02.b	.	.	.	.			7.9017	7.5666	7.1078	6.6519
GS1_SS_07246_01854	SCEPAM2013H02.g	.	.	.	Baculoviral IAP repeat-containing protein 2; Inhibitor of apoptosis protein 2; MIAP-2; MIAP2	7.4407	7.9328	9.2035	8.5945	9.399	7.7637
GS1_SS_04752_08814	SCBGLR1098H05.g	.	.	.	.	12.1205	11.9237	13.3025	13.1321	13.3386	13.6223
GS1_SS_04764_14020	SCBGLR1117E09.g	.	.	.	.	10.6328	10.3951	11.6601	12.1268	11.7237	12.2648
GS1_SS_02370_19794	SCCCLR1078A10.g	Others	uncharacterized	Transcription Factor	Zinc finger proteins	14.5224	15.0038	12.4403	14.8984	16.0256	12.8563
GS1_SS_02369_18630	SCVPLR2005H03.g	Signal Transduction	transcription factor	Transcription Factor	hormone-related/auxin/Aux/IAA	14.2738	13.02	14.8445	11.3027	14.5944	9.852
GS1_SS_04763_21236	SCVPCL6043B03.g	.	.	Nucleic acid metabolism	DEAH-box RNA helicase	10.549	10.8336	12.7366	12.7465	12.1503	12.8179
GS1_SS_04762_06287	SCCCCL4002G04.g	.	.	.	RecName:Dachshund homolog 1; Short=Dach1	11.629	11.6957	12.8912	13.4664	12.8913	13.8602
GS1_SS_02366_19245	SCVPLR2005E09.g	.	.	Protein metabolism	Ribosomal protein S7	11.6647	11.0776	13.554	12.072	13.1564	12.0262
GS1_SS_04760_18739	SCCCCL3003A12.b	.	.	Protein phosphatase	serine/threonine PPM family	12.114	12.2591	12.8956	13.3641	13.6225	12.6116
GS1_SS_07257_14004	SCCCFL2002A03.g	.	.	.	Retrovirus-related Pol polyprotein from transposon opus [Includes: Protease Reverse transcriptase Endonuclease]			6.6169	6.5848		8.4696
GS1_SS_02373_15529	SCJFAM1066B05.g	Signal Transduction	transcription factor	Transcription Factor	HIT (histidine triad)	10.9765	10.4803	12.1785	11.6809	12.0114	11.157
GS1_SS_02372_11899	SCJFAM1066A11.g	Unknown	uncharacterized	.	.	11.5529	11.8262	12.7499	12.7243	12.1302	13.2972
GS1_SS_04766_09716	SCSBFL4012G04.g	Unknown	.	.	.	9.7243	9.5456	12.1575	11.3811	11.1269	11.5123
GS1_SS_02371_10032	SCEPAM2015F06.g	.	.	.	RecName:Probable leucine-rich repeat receptor-like serine/threonine-protein kinase At5g15730			7.9379	7.5996	7.4227	7.8766
GS1_SS_04771_09291	SCEZAM2059A01.g	Unknown	Uncharacterized	.	RecName:Protein Daple; AltName:Coiled-coil domain-containing protein 88C; AltName:Dvl-associating protein with a high frequency of leucine residues	12.0463	12.0822	13.6599	12.9051	13.3515	12.3372
GS1_SS_07266_04830	SCCCHR1001A05.g	.	.	.	Chaperone protein DnaJ	11.8192	11.9083	13.097	13.9066	13.3665	13.9508
GS1_SS_07269_13869	SCCCRZ1001A02.g	Unknown	uncharacterized	.	.	12.6916	12.5492	15.3826	16.7915	13.4287	17.6844
GS1_SS_07270_14269	SCACLR1127F05.g	Unknown	uncharacterized	.	RecName:Actin cytoskeleton-regulatory complex protein pan1	17.5472	18.0664	17.8997	16.9126	18.4605	15.4289
GS1_SS_07271_11705	SCEQRT1026F05.g	Pathogen Resistance	uncharacterized	.	RecName:Probable carboxylesterase 2; AltName:AtCXE2	12.1541	11.6674	11.9558	11.7571	12.8446	10.4989
GS1_SS_02382_00616	SCSGRT2062D01.g	.	.	.	Peptide transporter PTR2; Histidine-transporting protein	7.303	7.3739	8.5053	8.4216	8.5636	8.3943
GS1_SS_02379_16600	SCUTAM2113B12.g	.	.	Phosphatases	Serine/Threonine Phosphatases	11.0779	11.3564	12.3922	13.0304	12.0961	13.1175
GS1_SS_04776_13541	SCVPRZ3030C12.g	.	.	.	.			6.6606	7.3752	7.0333	7.5778
GS1_SS_02378_18759	SCCCLR2002D04.g	DNA metabolism	.	DNA metabolism	histone	8.2423	7.9423	9.41	8.4835	9.5319	7.585
GS1_SS_02377_15941	SCJFAM1066C05.g	Protein metabolism	ribosomal protein	Protein metabolism	Chloroplast 50S ribosomal protein L16	13.9004	13.9676	14.4808	13.4066	14.7541	12.5646
GS1_SS_04773_21418	SCQSAM2098C10.g	Protein metabolism	isomerase	Protein metabolism	EC 5.2.1.8 (Cyclophilin-like protein) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotam	9.8856	9.9362	11.551	9.91	11.1105	9.8328
GS1_SS_02388_08667	SCSBLB1034B03.g	.	.	.	DNA repair protein recA homolog 3, mitochondrial; Recombinase A homolog 3;	11.223	11.0138	12.7676	11.7054	12.3981	9.7597
GS1_SS_04787_18221	SCCCLR1C06G01.g	.	.	Photosynthesis	(Q39472) Isopentenyl-diphosphate delta-isomerase I (EC 5.3.3.2) (IPP isomerase I) (Isopentenyl pyrop	9.5902	9.329	11.5432	11.1186	11.0539	10.5874
GS1_SS_04786_18595	SCCCCL4002B05.g	.	.	Protein metabolism	T-complex protein 1, epsilon subunit (TCP-1-epsilon) (CCT-epsilon) (TCP-K36)	12.8012	12.7374	14.7281	14.0299	14.4181	13.5649
GS1_SS_02386_12751	SCRFLB1053G06.g	.	.	.	.	8.587	9.0964	9.1481	11.0028	9.2411	11.498
GS1_SS_04785_09266	SCQSAM2099B08.g	.	.	.	.	7.5978	8.2289	10.4764	10.2971	10.2337	9.9595
GS1_SS_04781_02704	SCQSAM2098G11.g	Unknown	Uncharacterized	.	.	7.3658	7.6193	9.1531	10.0518	9.5377	10.1965
GS1_SS_07272_12019	SCCCHR1001E04.g	.	.	.	Branched-chain-amino-acid aminotransferase-like protein 2	10.6282	10.5916	11.7099	12.2195	11.7539	12.0508
GS1_SS_07274_20640	SCCCCL4004C06.g	.	.	Unknown protein	RecName:Vegetative cell wall protein gp1; AltName:Hydroxyproline-rich glycoprotein 1; Flags: Precursor	11.362	11.3153	13.0727	11.2931	13.0317	10.6375
GS1_SS_07275_00908	SCCCAM1002C11.g	RNA metabolism	ribosomal protein	.	54S ribosomal protein L37, mitochondrial; YmL37;	10.5926	10.4631	11.2155	11.4395	11.3138	11.2624
GS1_SS_02393_18805	SCJFLR1074B06.g	.	.	Transcription Factor	AP2/EREBP	10.0779	10.2441	11.1841	12.2428	11.327	12.7129
GS1_SS_07279_12024	SCVPLB1015H10.g	.	.	.	Speckle-type POZ protein-like; HIB homolog 2; Roadkill homolog 2	11.6137	11.5772	12.7717	12.1201	13.2058	11.4008
GS1_SS_04788_19461	SCEPRZ1011G10.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	Cinnamyl alcohol dehydrogenase (CAD)	12.965	12.8242	13.6728	14.3764	14.1032	13.6071
GS1_SS_07210_09459	SCCCLB1002G11.g	.	.	.	Protein CPR-5; Protein constitutive expression of pathogenesis-related genes 5; Protein constitutive expression of PR genes 5; Protein hypersenescence-1	7.2108	6.82	8.7575	9.3356	8.9293	9.4556
GS1_SS_07213_21329	SCCCCL7037G07.g	Others	.	No matches	.	16.4428	16.6023	18.2942	18.0903	17.8349	17.8662
GS1_SS_07214_10254	SCQSLR1040A09.g	.	.	.	Protein MAM3	7.7904	7.4629	8.4401	11.5043	9.1761	11.7457
GS1_SS_04723_06306	SCJFAM1067D09.g	Unknown	.	.	.	8.0052	7.5652	11.012	8.1411	8.3721	7.3703
GS1_SS_04722_07806	SCCCLR1076F07.g	Signal Transduction	transcription factor	Transcription Factor	HLH (helix-loop-helix)	10.4266	10.7644	13.6412	13.4976	12.8884	13.1521
GS1_SS_07223_04063	SCCCCL5001D04.g	Protein metabolism	RNA-binding protein	.	50S ribosomal protein L4, chloroplastic; CL4; R-protein L4;	12.525	12.845	14.5984	12.2035	14.623	10.6044
GS1_SS_04728_05453	SCJLAM2091G11.g	.	.	.	Uncharacterized mitochondrial carrier YMR166C	9.0531	8.6278	11.0887	9.924	10.2647	8.7503
GS1_SS_04727_03109	SCEQLB1064C08.g	.	.	.	RING finger protein 5	10.629	10.5219	10.9765	11.2995	11.5564	11.1695
GS1_SS_07224_21855	SCCCCL7038E04.g	.	.	Stress	response to oxidative stress		6.8474	9.6289	10.4421	8.7634	10.1071
GS1_SS_04725_21036	SCJLRZ1027C07.g	.	.	Lipid, fatty-acid and isoprenoid metabolism	Putative acyl carrier protein	11.8907	11.7914	13.0602	12.6182	12.7985	12.7776
GS1_SS_04724_09988	SCBFRZ2045E10.g	Unknown	no matches	.	.	9.7605	9.9035	11.5319	11.3762	11.2507	9.8981
GS1_SS_04738_02649	SCEPRZ1008B01.g	Unknown	.	.	.	12.5009	12.7429	13.6793	13.3495	13.9052	12.6931
GS1_SS_07217_18359	SCCCCL7038A01.g	Cell wall metabolism	cell wall differentiation	Cell wall	Mannan endo-1,4-beta-mannosidase	9.1135	8.7091	11.403		11.1685	
GS1_SS_07218_10721	SCJFLR1035A12.g	Unknown	Uncharacterized	.	E3 ubiquitin-protein ligase RNF25; RING finger protein 25	9.7365	9.3206	10.3199	10.3632	10.4596	10.0561
GS1_SS_04737_12358	SCUTRZ3069H08.g	Unknown	uncharacterized	.	RecName:Arabinogalactan peptide 1; Short=OsAGPEP1; Flags: Precursor			11.2659	8.609	9.3057	8.5145
GS1_SS_07219_19569	SCCCCL7038C06.g	.	.	Development	development	7.8427	7.8993	9.2355	9.968	9.1412	10.6015
GS1_SS_04734_02006	SCEPRZ1008A07.g	.	.	.	Cytosolic Fe-S cluster assembling factor NBP35; Nucleotide-binding protein 35	9.8281	9.6837	10.9401	11.5566	11.2815	11.4027
GS1_SS_07220_21134	SCCCCL3005C03.b	.	.	Stress	Water stress	8.5826	8.216	11.4878	12.8994	10.586	13.0921
GS1_SS_04730_08351	SCCCCL4011E03.g	.	.	.	Protein TOC75, chloroplastic; 75 kDa translocon at the outer-envelope-membrane of chloroplasts;	11.0649	11.2256	13.718	12.3869	12.4239	12.7985
GS1_SS_07226_14683	SCCCRZ1C01F12.g	.	.	Receptors	receptor Ser/Thr kinase	7.8651	8.4127	10.4428	7.5858	9.4867	7.3249
GS1_SS_07228_14649	SCCCCL7038G03.g	.	.	Stress	inflammatory response	10.5318	10.6595	12.0188	11.7078	11.4317	10.9452
GS1_SS_07230_06380	SCCCCL7038H01.g	.	.	.	.	7.3761	7.2294	7.6444	8.9131	8.2654	7.8387
GS1_SS_04742_15677	SCCCCL4002F09.g	.	.	Cell cycle	RBP1 like	12.3367	12.3502	13.711	14.1586	13.9511	14.0353
GS1_SS_04741_04179	SCQSAM2047H03.g	.	.	.	GTPase npa3	7.7316	7.4627	10.5182	9.7546	9.898	9.2457
GS1_SS_04747_19141	SCUTLR1058A12.g	.	.	Bioenergetics	Cytochrome c1-1, heme protein, mitochondrial; Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit 1; Cytochrome c-1-1; Cytochrome b-c1 complex subunit 4-1; Complex III subunit 4-1; Complex III subunit IV-1;	12.584	12.7046	13.7993	14.0848	13.9852	14.1083
GS1_SS_07244_06605	SCCCFL1002A08.g	.	.	.	.	9.0324	9.1064	10.2767	11.37	11.0119	10.9268
GS1_SS_04746_14346	SCJLRT2051G04.g	Others	uncharacterized	.	Prohibitin-2	10.6575	10.8069	13.7174	11.9588	11.964	11.2099
GS1_SS_04745_11813	SCCCRZ1004C10.g	.	.	.	Squamous cell carcinoma antigen recognized by T-cells 3; SART-3; mSART-3; Tumor-rejection antigen SART3			8.8026	7.882	7.618	
GS1_SS_04744_09888	SCVPLR2005C12.g	.	.	.	Coiled-coil domain-containing protein 12	7.1209	7.4006	8.6269	9.0976	8.2993	9.8609
GS1_SS_07232_02046	SCCCCL7038H06.g	Senescence and cell death	others	.	Transmembrane protein 49; Vacuole membrane protein 1	8.8144	8.8451	9.5304	11.1077	10.7146	12.2239
GS1_SS_07235_11810	SCBGHR1058H11.g	.	.	.	Uncharacterized membrane protein yuiD OS=Bacillus subtilis GN=yuiD PE=4 SV=1 	13.005	12.3665	13.6429	15.3388	13.8329	15.5051
GS1_SS_04751_19874	SCRURT2010D04.g	Nucleotide metabolism	hydrolase	Amino acid metabolism	dihydropyrimidinase	12.1599	12.3437	13.6116	15.5333	13.6245	15.971
GS1_SS_04750_13569	SCSGLR1045A10.g	Others	oxidoreductase	.	Polyphenol oxidase, chloroplastic; PPO; Catechol oxidase;	12.6177	13.5234	16.9245	12.4871	15.3888	11.9265
GS1_SS_07236_12406	SCJFLR1074D05.g	.	.	.	Protein N-terminal asparagine amidohydrolase; Protein NH2-terminal asparagine deamidase; PNAD; N-terminal Asn amidase; NTN-amidase; Protein NH2-terminal asparagine amidohydrolase; PNAA	8.3903	8.3132	9.6915	10.6453	9.709	10.0135
GS1_SS_04749_17330	SCEQLR1091E10.g	.	.	Cell cycle	Novel plant SNARE 11 (AtNPSN11)	11.6885	11.7464	12.6522	12.6855	13.0061	12.537
GS1_SS_07241_15128	SCCCCL4013H07.g	.	.	Nucleic acid metabolism	regulation of transcription, DNA-dependent	7.858	7.3801	9.9566	8.6161	9.391	8.4558
GS1_SS_25301_14984	SCACHR1035B07.g	Others	O-methyltransferase (OMT)Cell wall	Secondary metabolism	putative o-methyltransferase	10.8963	11.6139	13.3841	14.0268	12.4046	13.5908
GS1_SS_25293_14040	SCACSD1014D06.g	Unknown	uncharacterized	.	RecName:Actin cytoskeleton-regulatory complex protein PAN1			7.5393	7.6094	7.8825	9.5439
GS1_SS_25294_00151	SCACSD1014H12.g	.	.	.	Inhibitor of growth protein 4; p29ING4	9.9974	9.6056	10.3312	10.453	10.7084	10.0871
GS1_SS_25309_09715	SCACSD1018F08.g	Others	.	.	ZF-HD homeobox protein At4g24660; AtHB-22	7.3226	7.3442	7.9173	8.2812	8.0132	8.8116
GS1_SS_25303_03908	SCACSD1017D08.g	Transport	.	.	Peptide transporter PTR2; Histidine-transporting protein	12.5587	12.9243	15.3709	15.9554	15.1974	15.8546
GS1_SS_25290_14289	SCQSAD1055E08.b	.	.	.	Magnesium-chelatase subunit H; Mg-protoporphyrin IX chelatase subunit H	16.0361	16.779	17.4319	15.9281	17.8727	13.9981
GS1_SS_25291_20841	SCACSD1014B12.g	Unknown	no matches	No matches	.	11.2576	12.2852	11.624	12.8579	13.1133	11.6265
GS1_SS_25289_08374	SCJFRZ2027C09.g	.	.	Transporters	2Fe-2S iron-sulfur cluster binding domain (Fer2)	15.7945	15.2405	15.1822	16.7229	17.1093	14.9487
GS1_SS_25320_10516	SCMCST1058E10.g	.	.	.	40S ribosomal protein S15a-1	8.0847	8.4037	10.2817	9.4282	10.0514	9.4284
GS1_SS_25321_14015	SCSBSD1030E08.g	Others	.	.	Putative AAA family ATPase L572	11.2504	11.5655	12.9695	12.5617	12.1097	13.5976
GS1_SS_25315_18721	SCRUSB1063A10.g	Others	cytochrome P450 family protein	Stress	Cytochrome P450			7.7416	9.2379	7.6118	10.6161
GS1_SS_25317_15633	SCRLAM1007E03.g	.	.	Chromatin regulation	SET domain histone methyltransferase SUVH4 [Arabidopsis]	10.4365	10.2019	12.8457	11.9951	12.5345	10.7592
GS1_SS_25322_11303	SCSBSD1030E09.g	Unknown	uncharacterized	.	.	9.1646	9.0513	10.4249	12.3404	10.2422	12.5638
GS1_AS_04786_18596	SCCCCL4002B05.g	.	.	Protein metabolism	T-complex protein 1, epsilon subunit (TCP-1-epsilon) (CCT-epsilon) (TCP-K36)			8.3222	7.846	7.9623	7.0774
GS1_AS_04788_19460	SCEPRZ1011G10.g	Cell wall metabolism	Phenylpropanoid biosynthesis	Cell wall	Cinnamyl alcohol dehydrogenase (CAD)			6.9036	6.7683		6.6834
GS1_SS_25313_09035	SCCCLR1070F09.g	Unknown	dehydrogenase	.	(+)-neomenthol dehydrogenase; Menthone:neomenthol reductase; Short-chain dehydrogenase/reductase 1; AtSDR1	14.9849	14.3929	14.8833	14.367	15.8485	13.2018
GS1_AS_04798_05771	SCVPCL6040B03.g	.	.	.	Pentatricopeptide repeat-containing protein At1g79490, mitochondrial; Protein EMBRYO DEFECTIVE 2217;	6.624	6.9007	7.0689	7.0853	7.2347	7.1824
GS1_SS_25314_11356	SCSBSD1029C06.g	Unknown	.	.	.	9.6122	9.9673	9.7999	10.5455	10.4453	9.9603
GS1_SS_25310_18827	SCEPLB1044H12.g	Unknown	Uncharacterized	Unknown protein	RecName:Formin-like protein 5; AltName:OsFH5	14.8969	14.4309	15.0622	14.5011	16.0013	12.5661
GS1_SS_02697_00036	SCQSFL3035G01.g	.	.	.	.	12.0912	12.2669	12.7469	13.8765	13.2936	13.7966
GS1_SS_02696_11549	SCMCAM1101H09.g	Others	uncharacterized	.	Probable N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase; Phosphatidylinositol-glycan biosynthesis class L protein; PIG-L	7.8471	8.1226	8.6882	9.6623	8.8679	9.5427
GS1_SS_02692_16551	SCMCAM1101G01.g	.	.	No matches	.			7.1597	7.8104		8.3371
GS1_SS_02688_14054	SCMCAM1101F03.g	Unknown	uncharacterized	.	.	11.7288	11.5519	12.0998	12.3353	12.6572	11.942
GS1_SS_02710_14477	SCCCLB1025G09.g	.	.	.	Protein-tyrosine sulfotransferase OS=Arabidopsis thaliana GN=TPST PE=1 SV=3 	11.6656	11.8446	13.0427	13.2851	13.0884	13.0366
GS1_SS_02707_16463	SCRLLR1038A08.g	.	.	Protein metabolism	F-actin capping protein alpha-2 subunit (CapZ alpha-2)	10.808	10.8697	12.0468	12.0714	12.1855	11.8248
GS1_SS_02701_21270	SCJLRZ1025B04.g	.	.	Bioenergetics	glycolysis	11.0269	10.9871	12.299	14.42	12.4344	14.9031
GS1_SS_02699_02548	SCAGAM2016B02.g	Lipid metabolism	synthase	.	Dehydrodolichyl diphosphate synthase 2 (Dedol-PP synthase 2)	10.6226	10.1388	12.1861	8.5981	11.3573	7.732
GS1_SS_25265_20642	SCEZHR1083B10.g	Signal Transduction	transcription factor	Transcription Factor	HLH	12.7011	12.6781	12.985	12.8053	13.4855	9.3423
GS1_SS_02683_12155	SCRFLR1012F03.g	.	.	.	.	11.393	11.5127	11.9538	12.899	12.6821	12.9262
GS1_SS_02681_11845	SCMCAM1101A10.g	.	.	.	Probable importin-5 homolog; Importin subunit beta-3; Karyopherin beta-3			6.8901	6.6456		6.3505
GS1_SS_25259_10538	SCRLSD1011C02.g	Lipid metabolism	uncharacterized	.	Anter-specific proline-rich protein APG;	13.0051	13.0407	13.6711	13.1263	14.143	11.7006
GS1_SS_25256_13728	SCEZLB1007D11.g	.	.	.	.	11.2354	11.0358	11.2712	11.4197	10.8321	12.1834
GS1_SS_25263_12271	SCEPSD2007F02.g	.	.	.	Photosystem II 5 kDa protein, chloroplastic; PSII-T; Light-regulated unknown 11 kDa protein;	17.9552	18.163	18.1479	16.3144	18.5735	13.634
GS1_SS_25260_12678	SCQGSB1137D07.g	.	.	.	TVP38/TMEM64 family membrane protein slr0305	13.5359	13.614	15.0698	15.05	15.1238	14.6103
GS1_SS_25262_11518	SCUTLR1037B11.g	Others	Radical SAM enzymes catalyze steps in metabolism, DNA repair, the biosynthesis of vitamins and coenzymes, and the biosynthesis of many antibiotics	.	Ribosomal RNA large subunit methyltransferase N; 23S rRNA m2A2503 methyltransferase	8.7656	8.8236	10.2898	10.5646	9.8385	10.3896
GS1_AS_04841_07365	SCRFAM2071C01.g	Unknown	no matches	.	.			7.6932	7.2967	7.5224	7.3459
GS1_SS_25251_11076	SCSFLR2009A10.g	.	.	.	Zinc transporter ZIP11; Zrt- and Irt-like protein 11; ZIP-11; Solute carrier family 39 member 11	10.249	10.3578	11.738	11.7516	11.5567	11.9401
GS1_AS_04844_02622	SCEQLR1029A06.g	.	.	.	Reticulon-like protein B17 OS=Arabidopsis thaliana GN=RTNLB17 PE=2 SV=1 			6.1187	6.5144		7.0448
GS1_SS_02723_12233	SCCCRT1C06C05.g	.	.	.	Lipid transfer-like protein VAS precursor	10.5605	9.9217	11.9643	12.7324	12.4715	12.864
GS1_SS_02722_16456	SCEZRZ1016E12.g	.	.	Carbohydrate metabolism	Citrate cycle (TCA cycle)	11.3151	11.1339	12.4173	11.7756	12.7926	11.0201
GS1_SS_02717_20724	SCMCAM1102F02.g	.	.	No matches	.		6.3114	6.9921	7.5383	7.3197	7.4635
GS1_SS_02726_13880	SCCCLB1023A03.g	.	.	.	Esterase precursor (Early nodule-specific protein homolog) (Latex allergen Hev b 13)	11.7912	12.0201	12.4318	12.82	13.0003	12.9901
GS1_AS_04883_02100	SCJLRT1013F01.g	.	.	.	Protein disulfide-isomerase 1; PDI1;			6.9167	6.762		6.5022
